Translation Key,Translated Value
af_armor_4_descr,"This artefact moderately protects against all anomalistic hazards of the Chernobyl Exclusion Zone, but is best against psi waves, which is why it was called so. Radioactive."
af_armor_4_name,Controller's Scalp
af_babka_1_descr,"Like the Mother's Beads, it stops bleeding, but for a lower radiation dose."
af_babka_1_name,Grandmother's Beads
af_babka_2_descr,"This artifact heals wounds even better, compared to Grandmother's Beads, but the radiation dose increased twice."
af_babka_2_name,Great-grandmother's Beads
af_babka_3_descr,Its temporal field is very strong and has a large radius. Raises irradiation.
af_babka_3_name,Burer's Great-grandmother's Beads
af_blood_green_descr,"It looks like the ordinary Stone Blood, but is green. Absolutely not radioactive, emits weak light. Gradually heals body of the owner. Has no other properties."
af_blood_green_name,Emerald Stone Blood
af_caterpillar_descr,"Rare artefact that looks like a caterpillar. It was first found in Wild Territory away from any anomalies, so initially it was mistaken for a new creature in the Zone, but later it started to be found in anomalies. Allows to carry more in a backpack, restores strength and slightly removes radiation, but gradually saps health of the owner. Also with this artefact it is better not to approach sources of high temperature."
af_caterpillar_name,Plasmic Caterpillar
af_dik_1_descr,"Anomalous formation from a family of barbed artefacts. Like the Battery, enhances restoration of the body forces pretty well."
af_dik_1_name,Porcupine
af_dik_2_descr,"Anomalous formation from a family of barbed artefacts. Just like Snowflake, significantly increases restoration of the body forces, but with a lesser radiation dose."
af_dik_2_name,Electric Porcupine
af_dik_3_descr,"Anomalous formation from a family of barbed artefacts. Makes it possible to carry a little more rounds, restores health and strength. Radioactive."
af_dik_3_name,Snotty Porcupine
af_dik_4_descr,"Anomalous formation from a family of barbed artefacts. Restores health and forces, heals wounds. Radioactive."
af_dik_4_name,Stone Porcupine
af_drops,Droplets
af_dummy_battery_red_descr,"It resembles ordinary Battery, but is red. Not radioactive. Heals scratches and removes radiation quite well."
af_dummy_battery_red_name,Ruby Battery
af_dummy_pellicle,Pellicle
af_dummy_pellicle_red_descr,"It resembles the ordinary Pellicle, but is red. Radioactive, emits light. Provides protection against thermal effects."
af_dummy_pellicle_red_name,Ruby Pellicle
af_dummy_spring,Spring
af_dummy_spring_red_descr,"It resembles ordinary Spring, but is red. Radioactive. Heals wounds and moderately protects against high temperatures."
af_dummy_spring_red_name,Ruby Spring
af_electro_crystal_thorn_descr,Rather common artefact of electrical nature. Helps the organism to quicker restore energy. Radioactive.
af_electro_crystal_thorn_name,Electric Microbe
af_kol_4_descr,"This artefact got its name due to the fact that it grants a great strength to a person, however, because of high tension the skin starts to rip and bleeding begins. Radioactive."
af_kol_4_name,Giant's Younger Brother
af_life_heart_descr,"Rare artefact, that looks like a real heart. First stalker who found it, almost missed it, taking it for the remains of a less successful fellow. Pretty quickly restores health and strength, but attracts electricity. A little radioactive."
af_life_heart_name,Live Heart
af_medusa_green_descr,"It resembles the ordinary Jellyfish, but is green. Absolutely not radioactive, emits weak light. It is believed that it appears as a result of the combination of two anomalies. Gradually heals body of the owner and removes radiation, but increases effects that toxins and psi fields have on the organism."
af_medusa_green_name,Emerald Jellyfish
af_part_monolit_descr,"Extremely rare artefact resembling a pulsating heart. It has a positive effect on the whole body, but a large minus is the strongest amplification of psi waves affecting the owner. Radioactive."
af_part_monolit_name,Shard of Monolith
af_pudd_1_descr,"Anomalous formation from a family of double-disc artefacts. Allows to carry a little more weight in a backpack, gradually restores energy and heals scratches. Radioactive."
af_pudd_1_name,Fiery Shell
af_pudd_2_descr,"Anomalous formation from a family of double-disc artefacts. Allows to carry a little more weight in a backpack, gradually heals the body. Radioactive."
af_pudd_2_name,Bright Shell
af_pudd_3_descr,"Anomalous formation from a family of double-disc artefacts. Restores health, heals wounds and scratches. No negative properties."
af_pudd_3_name,Moon Shell
af_pudd_4_descr,"Anomalous formation from a family of double-disc artefacts. When equipped, significantly strengthens muscles of the back, which makes it possible to carry more weight in the backpack. Radioactive."
af_pudd_4_name,Pudding
af_rusty_kristall,Crystal Thorn
af_rusty_sea_urchin,Urchin
af_rusty_thorn,Thorn
af_simbion_descr,"There are rumors that in order to get this artefact, you need to throw certain artefacts into a chemical anomaly. But this is refuted by stalkers who find it just like that in anomalies. Pretty beautiful, helps carry more weight in a backpack and restores health, but increases total energy consumption. Radioactive."
af_simbion_name,Symbion
af_spirit_1_descr,One of the most valuable artefacts in the Zone. Removes radiation from the body of the owner in a matter of minutes and provides the biggest protection against psi waves. No negative properties.
af_spirit_1_name,Soul Drop
af_spirit_2_descr,One of the most valuable artefacts in the Zone. Quickly heals wounds of the owner and provides the biggest protection against thermal effects. No negative properties.
af_spirit_2_name,Fiery Soul
af_spirit_3_descr,One of the most valuable artefacts in the Zone. Quickly restores forces of the owner and provides the biggest protection against electrical impacts. No negative properties.
af_spirit_3_name,Crystal Soul
af_spirit_4_descr,One of the most valuable artefacts in the Zone. Quickly restores health of the owner and provides the biggest protection against chemicals. No negative properties.
af_spirit_4_name,Crystal Soul of Bengal
af_vyvert_green_descr,"It looks like the ordinary Subwrenched, but is green. Absolutely not radioactive, emits weak light. Gradually heals body of the owner and removes radiation quite well. Has no negative properties."
af_vyvert_green_name,Emerald Subwrenched
af_water_flower1_descr,"This artefact is strangely similar to Water Flower artefact. Among positive properties, should be noted bleeding stoppage, reduced backpack weight and slow radiation removal, but negatively affects digestion."
af_water_flower1_name,Strange Flower
af_water_flower2_descr,Very rare artefact of plant origin. It is valued by stalkers for the help in removing radiation and healing wounds. It also slightly protects against psi fields and absorbs excessive heat. Has no negative properties.
af_water_flower2_name,Fabulous Flower
af_water_flower_descr,"Extraordinary artefact. Probably no one knows its origin. Heal wounds, restores strength and slightly removes radiation, but hunger comes a little faster with it."
af_water_flower_name,Water Flower
ammo-11.43x23-fmj,.45 ACP FMJ rounds
ammo-11.43x23-fmj_descr,"The .45 calibre full metal jacket round has enjoyed popularity for a hundred years thanks to its ballistic performance and a relatively small propelling charge. As a result, the bullet in this round is relatively slow but highly accurate and provides considerable stopping power.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power: %c[ui_gray_1]BR1\n%c[ui_gray_2] - %c[ui_gray_2] Flesh damage power: %c[ui_gray_1]low - medium"
ammo-11.43x23-hydro,.45 ACP Hydra-shock HP rounds
ammo-11.43x23-hydro_descr,"This unusual .45 ACP calibre round consists of a jacketed soft point bullet with a hollow steel core, possessing both their advantages and disadvantages.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power: %c[ui_gray_1]BR1\n%c[ui_gray_2] - %c[ui_gray_2] Flesh damage power: %c[ui_gray_1]high"
ammo-12.7x55-fmj,12.7x55mm STs-130 rounds
ammo-12.7x55-fmj_descr,"The full metal jacket 12.7x55mm subsonic cartridge is used in the VKS bullpup sniper rifle. The cartridge can carry a projectile weighing between from 59 grams (911 grains) and 76 g (1173 grains), yielding massive amounts of kinetic energy.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power: %c[ui_gray_1]BR3\n%c[ui_gray_2] - %c[ui_gray_2] Flesh damage power: %c[ui_gray_1]very high"
ammo-12x70-buck,12x70 buckshot shells
ammo-12x70-buck_descr,"Standard 12 gauge shell filled with 8 mm shot. Highly lethal at close range. Only suitable for use with smoothbore weapons.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power: %c[ui_gray_1]none\n%c[ui_gray_2] - %c[ui_gray_2] Flesh damage power: %c[ui_gray_1]high\n \n%c[ui_gray_1]SPECIAL:\n \n%c[ui_gray_2] - %c[ui_gray_2] expanding cloud of pellets, short eff. range"
ammo-12x70-buck_self,Home-made 12x70 shot shells
ammo-12x70-buck_self_descr,"Home-made 12 gauge shell filled with small pieces of metal junk, including used or damaged bullets or even shrapnel. Highly lethal at close range. Only suitable for use with smoothbore weapons.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power: %c[ui_gray_1]none\n%c[ui_gray_2] - %c[ui_gray_2] Flesh damage power: %c[ui_gray_1]medium - high\n \n%c[ui_gray_1]SPECIAL:\n \n%c[ui_gray_2] - %c[ui_gray_2] expanding cloud of pellets, short eff. range"
ammo-12x70-raid,12x70 special buckshot shells
ammo-12x70-raid_descr,"Special 12 gauge shell filled with 8 mm shot.\n \n%c[d_purple] • %c[ui_gray_2] Highest pierced armour class: %c[ui_gray_1]none\n%c[d_purple] • %c[ui_gray_2] Tissue damage rating: %c[ui_gray_1]medium - high\n \n%c[ui_gray_1]SPECIAL:\n \n%c[d_purple] • %c[ui_gray_2] expanding cloud of pellets, short eff. range"
ammo-12x76-bull,12x76 Bull shells
ammo-12x76-bull_descr,"12 gauge custom-made slugs for putting down dinosaurs and mutants. Slug inside is made of lead covered in copper that has steel, dart-like insert inside. Slug is very long and has got big powder load. It really can break your hands with recoil.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power: %c[ui_gray_1]BR2\n%c[ui_gray_2] - %c[ui_gray_2] Flesh damage power: %c[ui_gray_1]very high"
ammo-12x76-dart,12x76 AP slugs
ammo-12x76-dart_descr,"12 gauge dart round, normally used for hunting big game but also suitable for other purposes, including puncturing armour.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power: %c[ui_gray_1]BR4\n%c[ui_gray_2] - %c[ui_gray_2] Flesh damage power: %c[ui_gray_1]high-"
ammo-12x76-zhekan,12x76 slug shells
ammo-12x76-zhekan_descr,"This heavy 12 gauge slug round is normally used for hunting big game, but is also good for other purposes. Instead of piercing, this hefty slug simply crushes through armour.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power: %c[ui_gray_1]BR3\n%c[ui_gray_2] - %c[ui_gray_2] Flesh damage power: %c[ui_gray_1]high+"
ammo-338-lapua,.338 Lapua Magnum rounds
ammo-338-lapua_descr,"The .338 Lapua Magnum is a specialised rimless bottlenecked centrefire cartridge developed for military long-range sniper rifles. The Afghanistan War and Iraq War made it a combat-proven round with ready and substantial ammunition availability. The .338 Lapua is a dual-purpose anti-personnel and anti-materiel round, but its anti-materiel potential is limited.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power: %c[ui_gray_1]BR6\n%c[ui_gray_2] - %c[ui_gray_2] Flesh damage power: %c[ui_gray_1]very high"
ammo-357-hp,.357 HP rounds
ammo-357-hp_descr,"The .357 HP round is a hollow-point bullet. The purpose of the round is to slow down upon impact, which decreases its penetration, but at the same time causes larger internal tissue damage. \n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power: %c[ui_gray_1]BR3\n%c[ui_gray_2] - %c[ui_gray_2] Flesh damage power: %c[ui_gray_1]high"
ammo-4.6x30-fmj,4.6x30 mm FMJ rounds
ammo-4.6x30-fmj_descr,"The HK 4.6?30mm cartridge is a type of ammunition primarily used in the Heckler & Koch MP7 Personal defense weapon (PDW). It is designed to minimize weight and recoil while increasing penetration of body armor. It features a bottlenecked case and a pointed, steel-core, brass-jacketed bullet. \n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power: %c[ui_gray_1]BR3 \n%c[ui_gray_2] - %c[ui_gray_2] Flesh damage power: %c[ui_gray_1]low - medium"
ammo-5.45x39-ap,5.45x39 mm AP rounds
ammo-5.45x39-ap_descr,Military 5.45x39 calibre 7N22 armour-piercing round for automatic rifles of Warsaw Pact countries. The bullet contains a hard-alloy armour-piercing penetrator. Effective against body armour.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power: %c[ui_gray_1]BR5\n%c[ui_gray_2] - %c[ui_gray_2] Flesh damage power: %c[ui_gray_1]medium
ammo-5.45x39-ep,5.45x39 mm HP rounds
ammo-5.45x39-ep_descr,Military 5.45x39 calibre HP is an hollow point round for automatic rifles of Warsaw Pact countries.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power: %c[ui_gray_1]BR1\n%c[ui_gray_2] - %c[ui_gray_2] Flesh damage power: %c[ui_gray_1]high
ammo-5.45x39-fmj,5.45x39 mm FMJ rounds
ammo-5.45x39-fmj_descr,Military 5.45x39 calibre 7N6 was the first standard issue round for automatic rifles of Warsaw Pact countries using the new intermediate cartridge. Provides better accuracy than the 7.62 calibre round thanks to reduced recoil and a 100-metre increase in range.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power: %c[ui_gray_1]BR3\n%c[ui_gray_2] - %c[ui_gray_2] Flesh damage power: %c[ui_gray_1]medium
ammo-5.56x45-ap,5.56x45 mm AP rounds
ammo-5.56x45-ap_descr,"The latest NATO military 5.56x45 calibre enhanced penetration round, known as M855A1, used by the US armed forces. Increased effectiveness against both body armour and soft tissue.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power: %c[ui_gray_1]BR5\n%c[ui_gray_2] - %c[ui_gray_2] Flesh damage power: %c[ui_gray_1]medium"
ammo-5.56x45-fmj,5.56x45 mm FMJ rounds
ammo-5.56x45-fmj_descr,"A standard-issue NATO 5.56x45 calibre M193 round specially designed for accurate automatic fire. Provides good ballistic characteristics, having been designed on the basis of a hunting round. Well known for being used in the Vietnam war and having great performance against tissue, but limited penetration.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power: %c[ui_gray_1]BR3\n%c[ui_gray_2] - %c[ui_gray_2] Flesh damage power: %c[ui_gray_1]medium"
ammo-5.56x45-ss190,5.56x45 mm HP rounds
ammo-5.56x45-ss190_descr,A standard-issue NATO 5.56x45 calibre round with an hollow point tip.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power: %c[ui_gray_1]BR1\n%c[ui_gray_2] - %c[ui_gray_2] Flesh damage power: %c[ui_gray_1]high
ammo-5.7x28-ss190,5.7x28 SS190 rounds
ammo-5.7x28-ss190_descr,"The FN 5.7x28mm is a high velocity cartridge designed and manufactured by FN Herstal. It is a bottlenecked centrefire cartridge that is somewhat similar to the .22 Hornet or .22 K-Hornet. The 5.7x28mm was developed in conjunction with the FN P90 personal defense weapon (PDW) and FN Five-seven pistol, in response to NATO requests for a replacement for the 9x19mm Parabellum cartridge.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power: %c[ui_gray_1]BR4\n%c[ui_gray_2] - %c[ui_gray_2] Flesh damage power: %c[ui_gray_1]medium-"
ammo-5.7x28-ss195,5.7x28 mm SS195 rounds
ammo-5.7x28-ss195_descr,The SS195 FN 5.7x28mm is an expansive cartridge designed and manufactured by FN Herstal. It is a bottlenecked centrefire cartridge that is somewhat similar to the .22 Hornet or .22 K-Hornet. \n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power: %c[ui_gray_1]BR2\n%c[ui_gray_2] - %c[ui_gray_2] Flesh damage power: %c[ui_gray_1]medium-
ammo-50-bmg,.50 BMG rounds
ammo-50-bmg_descr,"The .50 Browning Machine Gun (12.7?99mm NATO and designated as the 50 Browning by the C.I.P.) is a cartridge developed for the Browning .50 caliber machine gun in the late 1910s, entering official service in 1921. Under STANAG 4383, it is a standard cartridge for NATO forces as well as many non-NATO countries. The cartridge itself has been made in many variants: multiple generations of regular ball, tracer, armor-piercing (AP), incendiary, and saboted sub-caliber rounds. The rounds intended for machine guns are made into a continuous belt using metallic links. \nThe .50 BMG cartridge is also used in long-range target and anti-materiel rifles, as well as other .50-caliber machine guns. \n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power: %c[ui_gray_1]BR6 \n%c[ui_gray_2] - %c[ui_gray_2] Flesh damage power: %c[ui_gray_1]very high"
ammo-7.62x25-p,7.62x25 mm P rounds
ammo-7.62x25-p_descr,"The 7.62x25mm cartridge is a Russian bottle-necked pistol cartridge widely used in former Soviet satellite states, China and Pakistan among other countries. The cartridge is an enhanced Russian version of the 7.63x25mm Mauser. It has an excellent penetration and can easily defeat lighter ballistic vests as well as kevlar helmets. Although most firearms chambered in this calibre are obsolete and removed from military inventories, the cartridge still sees widespread use because of the large quantity of stored ammunition available. \n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power: %c[ui_gray_1]BR1\n%c[ui_gray_2] - %c[ui_gray_2] Flesh damage power: %c[ui_gray_1]low - medium"
ammo-7.62x25-ps,7.62x25 mm Pst rounds
ammo-7.62x25-ps_descr,"The steel core 7.62x25mm cartridge is a Russian bottle-necked pistol cartridge widely used in former Soviet satellite states, China and Pakistan among other countries. It's very effective against unarmoured targets. \n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power: %c[ui_gray_1]BR2\n%c[ui_gray_2] - %c[ui_gray_2] Flesh damage power: %c[ui_gray_1]low - medium"
ammo-7.62x39_ap,7.62x39 mm M43 rounds
ammo-7.62x39_ap_descr,"7.62x39 M43 is an armour piercing round produced in China, which is why it's often referred to as ""7.62x39 CN"". This round features a mild steel core which enhances its penetration capabilities. This Chinese round (as well as all other M43 ammunition) is currently banned for import in the US because US federal law classifies the round as an armour-piercing handgun round. This classification is based on materials and bullet design rather than on empirical ability to penetrate armour.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power: %c[ui_gray_1]BR6\n%c[ui_gray_2] - %c[ui_gray_2] Flesh damage power: %c[ui_gray_1]high"
ammo-7.62x39_fmj,7.62x39 mm FMJ rounds
ammo-7.62x39_fmj_descr,"7.62x39 Full Metal Jacket is one the most commonly used types of ammunition, especially in Africa and in the Middle East. Some nicknamed it the ""Round of the Revolution"" due to its favored use by both terrorist and criminal organizations. Due to the sheer power of the round most military organizations have turned to using additional steel plates to counter 7.62x39 as there is a high probability of encountering it in combat situations.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power: %c[ui_gray_1]BR3\n%c[ui_gray_2] - %c[ui_gray_2] Flesh damage power: %c[ui_gray_1]high"
ammo-7.62x51_ap,7.62x51 mm NATO AP rounds
ammo-7.62x51_ap_descr,Military 7.62x51 calibre M61 armor-piercing round with a hardened steel core. It retains high damage while greatly improving performance against body armor.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power: %c[ui_gray_1]BR6\n%c[ui_gray_2] - %c[ui_gray_2] Flesh damage power: %c[ui_gray_1]high
ammo-7.62x51_fmj,7.62x51 mm NATO ball rounds
ammo-7.62x51_fmj_descr,"The 7.62x51 NATO round is a military variant of the .308 round which was used as a standard-issue by the NATO forces until 5.56 ammunition was introduced in the '70s in the Vietnam War. At present, it is most commonly employed by private military contractors all over the world. The 7.62x51 round is a very common machine gun calibre, and can also be used in battle or sniper rifles.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power: %c[ui_gray_1]BR3\n%c[ui_gray_2] - %c[ui_gray_2] Flesh damage power: %c[ui_gray_1]high"
ammo-7.62x54-7n1,7.62x54 mm 7N1 rounds
ammo-7.62x54-7n1_descr,"A 7.62x54 calibre sniper round with a steel penetrator specially designed for the SVD. It's steel core is made to pierce light armors. Very common in the zone, these bullets are quite cheap.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power: %c[ui_gray_1]BR3\n%c[ui_gray_2] - %c[ui_gray_2] Flesh damage power: %c[ui_gray_1]high"
ammo-7.62x54-ap,7.62x54 mm AP rounds
ammo-7.62x54-ap_descr,The 7.62x54mm calibre 7N13 armor-piercing machine gun round. It is a high-powered round and thanks to a hard steel core it possesses quite good penetrative capabilities.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power: %c[ui_gray_1]BR6\n%c[ui_gray_2] - %c[ui_gray_2] Flesh damage power: %c[ui_gray_1]high
ammo-7.62x54-r,7.62x54 mm PP rounds
ammo-7.62x54-r_descr,"The 7.62x54 PP is a dated rifle calibre introduced in the Soviet Empire at the turn of the 19th century and was still used by the USSR after World War II. It was originally designed for the Mosin-Nagant standard-issue infantry rifle and is quite common in the Zone due to the popularity of the rifle. The round is relatively cheap (considering it comes in boxes of 50) but has surprisingly good penetrative capabilities, even in comparison to more modern ammo types. It can also be used as a cheaper solution in the PKM machine gun.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power: %c[ui_gray_1]BR3\n%c[ui_gray_2] - %c[ui_gray_2] Flesh damage power: %c[ui_gray_1]high"
ammo-7.62x54_7n14,7.62x54 mm 7N14 rounds
ammo-7.62x54_7n14_descr,"The 7.62x54 calibre 7N14 is an armour-piercing cartridge. The bullet has a steel core to penetrate body armour or light barriers, and a boat-tail base to increase accuracy.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power: %c[ui_gray_1]BR4\n%c[ui_gray_2] - %c[ui_gray_2] Flesh damage power: %c[ui_gray_1]high"
ammo-7.92x33_ap,7.92x57 mm AP rounds
ammo-7.92x33_ap_descr,"7.92x57 SA is a round that was used by the British military against armoured targets. It features a hardened steel core which gives it higher piercing capabilities. Used primarily for long range shots, the grain quality of this round is higher than the standard. This cartridge is supported by several sniper rifles.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power: %c[ui_gray_1]BR4\n%c[ui_gray_2] - %c[ui_gray_2] Flesh damage power: %c[ui_gray_1]high"
ammo-7.92x33_fmj,7.92x57 mm FMJ rounds
ammo-7.92x33_fmj_descr,"The 7.92x57 Mauser round was adopted by the German Empire and then the Third Reich. It was one of the most popular cartridges in the period of two world wars. However, nowadays, the round is primarily used for hunting and sports.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power: %c[ui_gray_1]BR2\n%c[ui_gray_2] - %c[ui_gray_2] Flesh damage power: %c[ui_gray_1]high"
ammo-9x18-ap,9x18 mm AP rounds
ammo-9x18-ap_descr,"RG028 is a cartridge used for its armour penetration capabilities. The goal of the RG028 was to become a counter to body armour; for this reason, it's loaded with a hardened steel core. Unfortunately, the round itself isn't much of an improvement over the standard, it just has a stronger impact than typical 9x18 round.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power: %c[ui_gray_1]BR3\n%c[ui_gray_2] - %c[ui_gray_2] Flesh damage power: %c[ui_gray_1]low"
ammo-9x18-fmj,9x18 mm FMJ rounds
ammo-9x18-fmj_descr,A full metal jacket round with a steel penetrator and a lead core under a metal jacket. Provides good stopping power but is ineffective against body armour.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power: %c[ui_gray_1]BR1\n%c[ui_gray_2] - %c[ui_gray_2] Flesh damage power: %c[ui_gray_1]low
ammo-9x18-pmm,9x18 mm HP rounds
ammo-9x18-pmm_descr,"This round contains a bullet with enhanced stopping power thanks to its hollow point. Ineffective against body armour, but high damage against flesh.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power: %c[ui_gray_1]BR1\n%c[ui_gray_2] - %c[ui_gray_2] Flesh damage power: %c[ui_gray_1]medium-"
ammo-9x19-ap,9x19 mm AP rounds
ammo-9x19-ap_descr,This Russian 9x19 calibre bullet comes with a hard steel core and increased pressure. Designed to enhance armour penetrating capabilities of small arms and submachine guns.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power: %c[ui_gray_1]BR4\n%c[ui_gray_2] - %c[ui_gray_2] Flesh damage power: %c[ui_gray_1]low - medium
ammo-9x19-fmj,9x19 mm FMJ rounds
ammo-9x19-fmj_descr,This basic 9x19 calibre round with a jacketed bullet has good characteristics while being simple to produce. The round is popular due to the fact that international conventions prohibit the use of expanding ammunition in combat. Ineffective against body armour.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power: %c[ui_gray_1]BR2\n%c[ui_gray_2] - %c[ui_gray_2] Flesh damage power: %c[ui_gray_1]low - medium
ammo-9x19-pbp,9x19 mm HP rounds
ammo-9x19-pbp_descr,"This 9x19 calibre jacketed hollow-point bullet with an expanding hollow has high stopping power and low ricochet propensity. Used by police and for self-defense. Ineffective against body armour due to its low penetration potential, but flesh damage. One of the cheapest ammo to efficiently kill mutants in the zone.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power: %c[ui_gray_1]BR1\n%c[ui_gray_2] - %c[ui_gray_2] Flesh damage power: %c[ui_gray_1]medium - high"
ammo-9x39-ap,9x39 mm SP-6 rounds
ammo-9x39-ap_descr,The SP-6 is a subsonic armour-piercing round with a jacketed soft point bullet with a hard steel core that protrudes from the casing. Requires a suppressor for stealth firing. Used by special services of Warsaw Pact countries. Effective against light body armour.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power: %c[ui_gray_1]BR5\n%c[ui_gray_2] - %c[ui_gray_2] Flesh damage power: %c[ui_gray_1]high\n \n%c[ui_gray_1]SPECIAL:\n \n%c[d_red] - %c[ui_gray_2] sub-sonic ammunition\n%c[ui_gray_2] - %c[ui_gray_2] greatly increased projectile drop with distance
ammo-9x39-pab9,9x39 mm SP-5 rounds
ammo-9x39-pab9_descr,The SP-5 is a subsonic rifle round with a bimetallic casing. The round contains a steel core with a gap behind it that is filled with lead. Requires a suppressor for stealth firing. Used by special services of Warsaw Pact countries.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power: %c[ui_gray_1]BR3\n%c[ui_gray_2] - %c[ui_gray_2] Flesh damage power: %c[ui_gray_1]high\n \n%c[ui_gray_1]SPECIAL:\n \n%c[d_red] - %c[ui_gray_2] sub-sonic ammunition\n%c[ui_gray_2] - %c[ui_gray_2] greatly increased projectile drop with distance
ammo-gauss,Batteries
ammo-gauss_cardan,Home-made batteries
ammo-gauss_cardan_descr,"These lower-capacity cells use capsulated fragments of the ""Flash"" artefact as their power source. Their lower capacity is due to makeshift production conditions and lack of specialised equipment.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power: %c[ui_gray_1]BR6\n%c[ui_gray_2] - %c[ui_gray_2] Flesh damage power: %c[ui_gray_1]very high\n \n%c[ui_gray_1]SPECIAL:\n \n%c[ui_gray_2] - %c[ui_gray_2] technological item\n%c[ui_gray_2] - %c[ui_gray_2] prototype"
