Translation Key,Translated Value
af_blood_green_name,«Изумрудная Кровь камня»
af_caterpillar_descr,"Редкий артефакт, похожий на гусеницу. Впервые был найден на Дикой территории вдали от каких-либо аномалий, поэтому изначально его приняли за новое существо в зоне, однако позже его начали находить и в аномалиях. Позволяет пережить сильные радиационные очаги, восстанавливает жажду. Так же с данным артефактом можно приближаться к источникам пси излучения. \n \n %c[ui_gray_2]ХАРАКТЕРИСТИКИ:\n %c[200,210, 131, 60] • %c[ui_gray_2] Радиоактивное излучение по «Шкале излучения артефактов» - %c[200,210, 131, 60]высокое.\n %c[200,210, 131, 60] • %c[ui_gray_2] Очень дорогой и при этом ценный артефакт."
af_caterpillar_name,«Плазменная гусеница»
af_dik_1_descr,"Аномальное образование из семейства колючих атефактов. Подобно Колобку неплохо увеличивает восстановление здоровья. \n \n %c[ui_gray_2]ХАРАКТЕРИСТИКИ:\n %c[200,210, 131, 60] • %c[ui_gray_2] Радиоактивное излучение по «Шкале излучения артефактов» - %c[200,210, 131, 60]среднее."
af_dik_1_name,«Дикобраз»
af_dik_2_descr,"Аномальное образование из семейства колючих атефактов. Значительно увеличивает восстановление здоровья организма, и понижает сонливость. \n \n %c[ui_gray_2]ХАРАКТЕРИСТИКИ:\n %c[200,210, 131, 60] • %c[ui_gray_2] Радиоактивное излучение по «Шкале излучения артефактов» - %c[200,210, 131, 60]среднее."
af_dik_2_name,«Электрический дикобраз»
af_dik_3_descr,"Аномальное образование из семейства колючих атефактов. Дает небольшое пополнение дажды, восстанавливает здороьве. \n \n %c[ui_gray_2]ХАРАКТЕРИСТИКИ:\n %c[200,210, 131, 60] • %c[ui_gray_2] Радиоактивное излучение по «Шкале излучения артефактов» - %c[200,210, 131, 60]среднее."
af_dik_3_name,«Сопливый дикобраз»
af_dik_4_descr,"Аномальное образование из семейства колючих атефактов. Восстанавливает здоровье и силы, заживляет раны. \n \n %c[ui_gray_2]ХАРАКТЕРИСТИКИ:\n %c[200,210, 131, 60] • %c[ui_gray_2] Радиоактивное излучение по «Шкале излучения артефактов» - %c[200,210, 131, 60]среднее."
af_dik_4_name,«Каменный дикобраз»
af_drops,«Капля»
af_dummy_battery_red_descr,"Необычный артефакт, по виду напоминает обычную ""Батарейку"", но красного цвета. \n \n %c[ui_gray_2]ХАРАКТЕРИСТИКИ:\n %c[200,210, 131, 60] • %c[ui_gray_2] Радиоактивное излучение по «Шкале излучения артефактов» - %c[200,210, 131, 60]среднее."
af_dummy_battery_red_name,«Рубиновая батарейка»
af_dummy_pellicle,«Плёнка»
af_dummy_pellicle_red_descr,"Артефакт по виду напоминает обычную ""Пленку"", но красного цвета. Сильно радиоактивная, излучает свет. Дает хорошую защиту от химических воздействий. \n \n %c[ui_gray_2]ХАРАКТЕРИСТИКИ:\n %c[200,210, 131, 60] • %c[ui_gray_2] Радиоактивное излучение по «Шкале излучения артефактов» - %c[200,210, 131, 60]высокое."
af_dummy_pellicle_red_name,«Рубиновая плёнка»
af_dummy_spring,«Пружина»
af_dummy_spring_red_descr,"Артефакт по виду напоминает обычную ""Пружину"", но красного цвета. Умеренно защищает от пулевых ранений. \n \n %c[ui_gray_2]ХАРАКТЕРИСТИКИ:\n %c[200,210, 131, 60] • %c[ui_gray_2] Радиоактивное излучение по «Шкале излучения артефактов» - %c[200,210, 131, 60]высокое."
af_dummy_spring_red_name,«Рубиновая пружина»
af_electro_crystal_thorn_descr,"Довольно распространенный артефакт электрической природы. Помогает организму быстрее восстанавливать силы. \n \n %c[ui_gray_2]ХАРАКТЕРИСТИКИ:\n %c[200,210, 131, 60] • %c[ui_gray_2] Радиоактивное излучение по «Шкале излучения артефактов» - %c[200,210, 131, 60]высокое."
af_electro_crystal_thorn_name,«Электрический микроб»
af_kol_4_descr,"Данный артефакт получил свое название из-за того, что дает человеку большую силу, однако от сильного напряжения кожный покров лопается и начинается кровотечение. \n \n %c[ui_gray_2]ХАРАКТЕРИСТИКИ:\n %c[200,210, 131, 60] • %c[ui_gray_2] Радиоактивное излучение по «Шкале излучения артефактов» - %c[200,210, 131, 60]среднее."
af_kol_4_name,«Младший брат Гиганта»
af_life_heart_descr,"Редкий артефакт, похожий на настоящее сердце. Первый сталкер, который его нашел, чуть не пропустил его, приняв его за останки менее удачливого собрата. Довольно быстро восстанавливает пси и жажду, но притягивает химикаты. \n \n %c[ui_gray_2]ХАРАКТЕРИСТИКИ:\n %c[200,210, 131, 60] • %c[ui_gray_2] Радиоактивное излучение по «Шкале излучения артефактов» - %c[200,210, 131, 60]высокое."
af_life_heart_name,«Живое сердце»
af_medusa_green_descr,"С виду обычная ""Медуза"", но зеленая. Излучает слабый свет. Существует мнение, что она появляется в результате совмещения двух аномалий. Постепенно востанавливает усталость организм владельца и неплохо повышает высоту прыжка, но увеличивает физическое воздействие от когтей мутантов. \n \n %c[ui_gray_2]ХАРАКТЕРИСТИКИ:\n %c[200,210, 131, 60] • %c[ui_gray_2] Радиоактивное излучение по «Шкале излучения артефактов» - %c[200,210, 131, 60]высокое."
af_medusa_green_name,«Изумрудная медуза»
af_part_monolit_descr,"Крайне редкий артефакт, напоминающий пульсирующее сердце. Положительно влияет на весь организм, но большим минусом является Сильнейшее усиление шоковых воздействий на владельца. \n \n %c[ui_gray_2]ХАРАКТЕРИСТИКИ:\n %c[200,210, 131, 60] • %c[ui_gray_2] Радиоактивное излучение по «Шкале излучения артефактов» - %c[200,210, 131, 60]высокое.\n %c[200,210, 131, 60] • %c[ui_gray_2] Очень дорогой и при этом ценный артефакт."
af_part_monolit_name,«Осколок монолита»
af_pudd_1_descr,"Аномальное образование из семейства двухдисковых артефактов. Позволяет пережить укус крупного мутанта, так же повышает пулестойкость. \n \n %c[ui_gray_2]ХАРАКТЕРИСТИКИ:\n %c[200,210, 131, 60] • %c[ui_gray_2] Радиоактивное излучение по «Шкале излучения артефактов» - %c[200,210, 131, 60]среднее."
af_pudd_1_name,«Огненная пустышка»
af_pudd_2_descr,"Аномальное образование из семейства двухдисковых артефактов. Позволяет пережить пулевое ранение, защищает организм от радиации. \n \n %c[ui_gray_2]ХАРАКТЕРИСТИКИ:\n %c[200,210, 131, 60] • %c[ui_gray_2] Радиоактивное излучение по «Шкале излучения артефактов» - %c[200,210, 131, 60]среднее."
af_pudd_2_name,«Яркая пустышка»
af_pudd_3_descr,"Аномальное образование из семейства двухдисковых артефактов. Не имеет отрицательных свойств. \n \n %c[ui_gray_2]ХАРАКТЕРИСТИКИ:\n %c[200,210, 131, 60] • %c[ui_gray_2] Радиоактивное излучение по «Шкале излучения артефактов» - %c[200,210, 131, 60]среднее."
af_pudd_3_name,«Лунная пустышка»
af_pudd_4_descr,"Аномальное образование из семейства двухдисковых артефактов. При ношении значительно усиливает пулестойкость. \n \n %c[ui_gray_2]ХАРАКТЕРИСТИКИ:\n %c[200,210, 131, 60] • %c[ui_gray_2] Радиоактивное излучение по «Шкале излучения артефактов» - %c[200,210, 131, 60]среднее."
af_pudd_4_name,«Пудинг»
af_rusty_kristall,«Кристальная колючка»
af_rusty_sea_urchin,«Морской Ёж»
af_rusty_thorn,«Колючка»
af_simbion_descr,"Ходят слухи, чтобы получить этот артефакт, нужно кидать определенные артефакты в химическую аномалию, однако это опровергают сталкеры, которые находят просто его в аномалиях. Довольно красивый на вид, помогает забираться на труднодоступные позиции, но подвержен пси атакам. \n \n %c[ui_gray_2]ХАРАКТЕРИСТИКИ:\n %c[200,210, 131, 60] • %c[ui_gray_2] Радиоактивное излучение по «Шкале излучения артефактов» - %c[200,210, 131, 60]низкое."
af_simbion_name,«Симбион»
af_spirit_1_descr,"Один из самых ценнейших атефактов в зоне. Может дополнительно насытить владельца и дает небольшую прибавку к переносимому весу. \n \n %c[ui_gray_2]ХАРАКТЕРИСТИКИ:\n %c[200,210, 131, 60] • %c[ui_gray_2] Радиоактивное излучение по «Шкале излучения артефактов» - %c[200,210, 131, 60]высокое."
af_spirit_1_name,«Капля души»
af_spirit_2_descr,"Один из самых ценнейших атефактов в зоне. Быстро восстанавливает сытость носителя и стимулирует мышцы ног. Не имеет отрицательных свойств. \n \n %c[ui_gray_2]ХАРАКТЕРИСТИКИ:\n %c[200,210, 131, 60] • %c[ui_gray_2] Радиоактивное излучение по «Шкале излучения артефактов» - %c[200,210, 131, 60]высокое."
af_spirit_2_name,«Огненная душа»
af_spirit_3_descr,"Один из самых ценнейших атефактов в зоне. Быстро восстанавливает силы владельца и дает неболшое насыщение организму. Не имеет отрицательных свойств. \n \n %c[ui_gray_2]ХАРАКТЕРИСТИКИ:\n %c[200,210, 131, 60] • %c[ui_gray_2] Радиоактивное излучение по «Шкале излучения артефактов» - %c[200,210, 131, 60]высокое."
af_spirit_3_name,«Кристальная душа»
af_spirit_4_descr,"Один из самых ценнейших атефактов в зоне. Быстро восстанавливает здоровье владельца и дает защиту от голодания. Не имеет отрицательных свойств. \n \n %c[ui_gray_2]ХАРАКТЕРИСТИКИ:\n %c[200,210, 131, 60] • %c[ui_gray_2] Радиоактивное излучение по «Шкале излучения артефактов» - %c[200,210, 131, 60]высокое."
af_spirit_4_name,«Кристальная душа Бенгала»
af_vyvert_green_descr,"С виду обычный ""Подвыверт"", но зеленый. Излучает слабый свет. Постепенно наполняет организм владельца жидкостью и неплохо помогает переносить тяжелый груз. Из отрицательных свойств имеет пониженную пси защиту. \n \n %c[ui_gray_2]ХАРАКТЕРИСТИКИ:\n %c[200,210, 131, 60] • %c[ui_gray_2] Радиоактивное излучение по «Шкале излучения артефактов» - %c[200,210, 131, 60]высокое."
af_vyvert_green_name,«Изумрудный подвыверт»
af_water_flower1_descr,"Данный артефакт странным образом похож на артефакт водяной цветок. Из положительных свойств можно отметить остановку кровотечений, он помогает накоплению радиации. \n \n %c[ui_gray_2]ХАРАКТЕРИСТИКИ:\n %c[200,210, 131, 60] • %c[ui_gray_2] Радиоактивное излучение по «Шкале излучения артефактов» - %c[200,210, 131, 60]среднее."
af_water_flower1_name,«Странный цветок»
af_water_flower2_descr,"Очень редкий артефакт растительного происхождения. Ценится сталкерами за то, помогает излечить кровотечение и пополнить сытость. \n \n %c[ui_gray_2]ХАРАКТЕРИСТИКИ:\n %c[200,210, 131, 60] • %c[ui_gray_2] Радиоактивное излучение по «Шкале излучения артефактов» - %c[200,210, 131, 60]высокое."
af_water_flower2_name,«Сказочный цветок»
af_water_flower_descr,"Диковинный артефакт. Его происхождения, наверное, не знает никто. Залечивает раны, восстанавливает силы и немного насыщает, но мешает защите от радиации. \n \n %c[ui_gray_2]ХАРАКТЕРИСТИКИ:\n %c[200,210, 131, 60] • %c[ui_gray_2] Радиоактивное излучение по «Шкале излучения артефактов» - %c[200,210, 131, 60]низкое."
af_water_flower_name,«Водяной цветок»
ammo-11.43x23-fmj,"Патроны .45 ACP (11,43x23 мм)"
ammo-11.43x23-fmj_descr,"Патрон калибра .45 (11,43x23 мм) с цельнометаллической оболочечной пулей остаётся популярным уже более сотни лет. Тяжёлая пуля при относительно слабом пороховом заряде летит с не слишком большой скоростью, но обладает значительным останавливающим действием.\n \n %c[ui_gray_1]ПАРАМЕТРЫ:"
ammo-11.43x23-hydro,"Патроны .45 ACP (11,43x23 мм) Hydra-shock"
ammo-11.43x23-hydro_descr,"Нестандартный тип патрона для калибра .45 ACP (11,43x23 мм) - полуоболочечная пуля с экспансивной выемкой и стальным сердечником. Этой комбинации полуоболочечной экспансивной и бронебойной пули свойственны как достоинства, так и недостатки обоих типов патронов.\n \n %c[ui_gray_1]ПАРАМЕТРЫ:"
ammo-12.7x55-fmj,"Патроны 12,7x55 мм СЦ-130"
ammo-12.7x55-fmj_descr,"12,7x55 мм СЦ-130 - российский винтовочный боеприпас с дозвуковой скоростью пули, созданный в ЦКИБ СОО для малошумного и беспламенного поражения защищённых целей и живой силы в тяжёлых бронежилетах на дальностях до 600 метров.\n \n %c[ui_gray_1]ПАРАМЕТРЫ:"
ammo-12x70-buck,Патроны 12x70 мм Картечь
ammo-12x70-buck_descr,"Обычный патрон 12-го калибра, снаряжённый картечью диаметром 9 мм. На средних и близких дистанциях обладает огромным убойным и останавливающим действием. Предназначен для стрельбы из гладкоствольного оружия и дробовиков\n \n %c[ui_gray_1]ОСОБЕННОСТЬ:\n%c[d_purple] • %c[ui_gray_2] выстреливает облако картечи, низкая эффективная дистанция\n \n %c[ui_gray_1]ПАРАМЕТРЫ:"
ammo-12x70-buck_self,Самодельная 12x70 мм Дробь
ammo-12x70-buck_self_descr,"Самодельный патрон 12-го калибра, наполненный 6 мм дробью. Чрезвычайно эффективно на близкой дистанции. Может быть использован только с гладкоствольными ружьями и дробовиками.\n \n %c[d_purple] • %c[ui_gray_2] пробивает броню класса: %c[ui_gray_1]нет пробития\n %c[d_purple] • %c[ui_gray_2] повреждение тканей: %c[ui_gray_1]среднее\n \n%c[ui_gray_1]ОСОБЕННОСТЬ:\n \n %c[d_purple] • %c[ui_gray_2] выстреливает облако дроби, низкая эффективная дистанция"
ammo-12x70-raid,Патроны 12x70 мм Гравитационная картечь
ammo-12x70-raid_descr,"Эта картечь сделана по спец-заказу Зверобоя. Внутренняя капсула включает в себя 10 камер, в каждой из которых помещены фрагменты артефакта Грави. Нижняя часть патрона снабжена детонирующим элементом, который на скорости 425 м\с активирует артефакт и разгоняет фрагменты до сверхзвуковой скорости. Как ни странно фрагменты артефакта неплохо пробивают среднюю броню, при этом нанося чудовищные повреждения живой плоти мутантов. \n \n %c[ui_gray_1]ОСОБЕННОСТЬ:\n%c[d_purple] • %c[ui_gray_2] выстреливает облако осколков ""Грави"", средняя эффективная дистанция\n \n %c[ui_gray_1]ПАРАМЕТРЫ:"
ammo-12x76-bull,Патроны 12x76 мм «Bull»
ammo-12x76-bull_descr,"Кустарный патрон, а точнее будет сказать пуля 12-го калибра для охоты на динозавров, но сойдёт и против мутантов. Внутренняя часть пули изготовлена из свинца, покрытого медью, внутри которого, в свою очередь, имеется стальная, похожая на дротик, вставка. Пуля настолько впечатляет своими размерами и объёмом пороха, что высока вероятность просто остаться без рук.\n \n %c[ui_gray_1]ПАРАМЕТРЫ:"
ammo-12x76-dart,Патроны 12x76 мм Импульс-8 HP
ammo-12x76-dart_descr,"Вручную собранный патрон 12-го калибра, снаряжен экспансивной пулей ""Импульс-8"" и увеличенной пороховой навеской. Пуля ""Импульс-8"" имеет экспансивную оболочку со стальным шариком-сердечником. На ""большой земле"" такие патроны не используются за неимением смысла (потому как после попадания все что сделано из мяса превращается в фарш), однако в Зоне этот боеприпас высоко ценится для охоты на самых опасных мутантов. Отличные показатели баллистики вкупе с исключительным поражающим эффектом. Из минусов - очень высокая цена и повышенный износ оружия. Стальной сердечник пули способен пробить бронежилет среднего класса\n \n %c[ui_gray_1]ПАРАМЕТРЫ:"
ammo-12x76-zhekan,Патроны 12x76 мм Жекан
ammo-12x76-zhekan_descr,"Патрон 12-го калибра с безоболочечной пулей. Обычно используется для охоты на крупных животных, но подходит и для других целей: его тяжёлая пуля не пробивает, а фактически продавливает бронежилеты.\n \n %c[ui_gray_1]ПАРАМЕТРЫ:"
ammo-338-lapua,Патроны .338 Lapua Magnum
ammo-338-lapua_descr,".338 Lapua Magnum - специализированный патрон с бутылочной гильзой без выступающей закраины, разработаный для дальнобойных армейских снайперских винтовок. Войны в Ираке и Афганистане сделали эти проверенные в боях боеприпасы достаточно доступными. Боеприпас .338 Lapua Magnum является патроном двойного назначения: противопехотный и противотанковый, но противотанковый потенциал сильно ограничен.\n \n %c[ui_gray_1]ПАРАМЕТРЫ:"
ammo-357-hp,Патроны .357 HP
ammo-357-hp_descr,".357 НР - патрон с экспансивной пулей. Предназначение таких патронов состоит в том, чтобы при попадании пуля замедлялась, уменьшая проникновение, но при этом вызывала большие внутренние повреждения тканей. \n \n %c[ui_gray_1]ПАРАМЕТРЫ:"
ammo-4.6x30-fmj,Патроны 4.6x30 мм FMJ
ammo-4.6x30-fmj_descr,"Патрон с цельнометаллической пулей калибра 4.6x30 мм, главным образом, использующийся пистолетом-пулемётом Heckler & Koch MP7. Разработан с целью минимизировать вес и отдачу во время стрельбы, сохраняя при этом способность пробивать бронежилеты.\n \n%c[d_purple] • %c[ui_gray_2] пробивает броню класса: %c[ui_gray_1]IIIA \n%c[d_purple] • %c[ui_gray_2] повреждение тканей: %c[ui_gray_1]ниже среднего"
ammo-5.45x39-ap,"Патроны 5,45x39 мм БП"
ammo-5.45x39-ap_descr,"Армейский патрон 7Н22 калибра 5,45x39 мм с бронебойной пулей (БП) используется в автоматических винтовках многих стран-участниц Варшавского договора. Внутри пули находится бронебойный сердечник из инструментальной стали марки У12А. Эффективен против бронежилетов.\n \n %c[ui_gray_1]ПАРАМЕТРЫ:"
ammo-5.45x39-ep,"Патроны 5,45x39 мм ПП"
ammo-5.45x39-ep_descr,"Армейский патрон 7Н10 калибра 5,45x39 мм с пулей повышенной пробиваемости (ПП) используется в автоматических винтовках многих стран-участниц Варшавского договора. Пуля со стальным термоупрочненным сердечником обеспечивает лучшее пробитие цели.\n \n %c[ui_gray_1]ПАРАМЕТРЫ:"
ammo-5.45x39-fmj,"Патроны 5,45x39 мм ПС"
ammo-5.45x39-fmj_descr,"Армейский патрон 7Н6 калибра 5,45x39 мм с обыкновенной пулей (ПС) со стальным сердечником, предназначенный для поражения живых целей, расположенных открыто или за преградами, пробиваемыми пулей, огневых средств и небронированной техники. Обеспечивает лучшую точность по сравнению с калибром 7,62 мм благодаря пониженной отдаче, а также увеличению эффективности ведения огня на 100 метров.\n \n %c[ui_gray_1]ПАРАМЕТРЫ:"
ammo-5.56x45-ap,"Патроны 5,56x45 мм EPR"
ammo-5.56x45-ap_descr,"Известный под индексом M855A1, этот патрон калибра 5.56х45 мм повышенной эффективности (Enhanced Performance Round) является новейшим патроном, используемым армией США. Пуля состоит из медной полуоболочки со стальным наконечником, развивает большую скорость и имеет лучшее бронепробитие по сравнению с пулей патрона SS109/M855. Обладает повышенной эффективностью поражения как брони противника, так и мягких тканей.\n \n %c[ui_gray_1]ПАРАМЕТРЫ:"
ammo-5.56x45-fmj,"Патроны 5,56x45 мм FMJ"
ammo-5.56x45-fmj_descr,"Стандартный патрон войск стран НАТО, известный под индексом M193, калибра 5,56х45 мм со стальным сердечником. Разработан для ведения прицельного огня очередями на основе охотничьих патронов. Хорошо известен использованием армией США во время войны во Вьетнаме. Патрон хоть и обладает малой пробивной силой, но в то же время обеспечивает отличное повреждение тканей.\n \n %c[ui_gray_1]ПАРАМЕТРЫ:"
ammo-5.56x45-ss190,"Патроны 5,56x45 мм EP"
ammo-5.56x45-ss190_descr,"Стандартный патрон войск стран НАТО, известный под индексом M855, калибра 5,56х45 мм со стальным сердечником. Несмотря на сниженный урон мягким тканям, данный патрон обладает повышенной пробивной силой.\n \n %c[ui_gray_1]ПАРАМЕТРЫ:"
ammo-5.7x28-ss190,Патроны 5.7х28 мм SS190
ammo-5.7x28-ss190_descr,"Патрон 5.7x28 (SS190) разработан бельгийской фирмой Fabrique Nationale специально для пистолета-пулемета FN P90 в середине 1980-х годов. Позже этот патрон был использован в пистолете «Five SeveN». Патрон обладает большей пробивной мощностью, чем другие пистолетные патроны. Пуля развивает дульную скорость до 716 м/с и способна пробить бронежилет. Останавливающее действие пули в три раза выше, чем у патрона 9х19 мм.\n \n %c[ui_gray_1]ПАРАМЕТРЫ:"
ammo-5.7x28-ss195,Патроны 5.7x28 мм ЭП
ammo-5.7x28-ss195_descr,"5.7x28 мм патрон, известный под индексом SS195LF, с экспансивной пулей обладает меньшей пробивной способностью, чем SS190, но большим останавливающим действием и убойной силой. \n \n %c[ui_gray_1]ПАРАМЕТРЫ:"
ammo-50-bmg,Патроны .50 BMG
ammo-50-bmg_descr,".50 BMG (12,7x99 мм) - это крупнокалиберный патрон, созданный в 1920-х годах в качестве боеприпаса для крупнокалиберного пулемёта Browning M1921 (M2HB). Во время Второй мировой войны патрон состоял на снабжении всех стран союзнического альянса и использовался главным образом в авиационных пулемётах. В боекомплекте к ленд-лизовской бронетехнике и самолетам патрон поставлялся и в СССР.\nПосле Второй мировой войны патрон .50 BMG распространился по всему миру (кроме стран Варшавского договора) как стандартный крупнокалиберный боеприпас НАТО для пехотного пулемёта, и сегодня выпускается более чем 30 производителями по американским стандартам. Патрон также имеет различные модификации: обычный М2, бронебойный М2, бронебойно-зажигательный M8, зажигательный M1, трассирующий M1. Патроны, использующиеся для стрельбы продолжительным очередями, заключаются в патронные ленты. \nПатрон также используется крупнокалиберными снайперскими винтовками. \n \n%c[d_purple] • %c[ui_gray_2] пробивает броню класса: %c[ui_gray_1]IV \n%c[d_purple] • %c[ui_gray_2] повреждение тканей: %c[ui_gray_1]высокое"
ammo-7.62x25-p,"Патроны 7,62x25 мм П"
ammo-7.62x25-p_descr,"Советский пистолетный патрон калибра 7,62 мм, известный сейчас как 7,62x25 мм Токарев. Пуля имеет свинцовый сердечник и стальную оболочку, плакированную томпаком. Начальная скорость пули составляет 420 м/c, энергия - 510 Дж. В целях более надёжного соединения пули с гильзой, изготавливавшейся из латуни, пулю закрепляли в гильзе круговым обжимом дульца гильзы с последующим кренением. На складах военных частей ВС Российской Федерации ещё имеется очень большое количество этих патронов.\n \n %c[ui_gray_1]ПАРАМЕТРЫ:"
ammo-7.62x25-ps,"Патроны 7,62x25 мм Пст"
ammo-7.62x25-ps_descr,"7,62-мм пистолетный патрон с пулей со стальным сердечником (7,62 ПС), вес 5.6 грамм. Принят на вооружение в 1953 году. Патрон имеет биметаллическую или латунную гильзу. Останавливающее действие пули удалось максимально приблизить к показателям пули 9х19 мм Парабеллу.\n \n %c[ui_gray_1]ПАРАМЕТРЫ:"
ammo-7.62x39_ap,"Патроны 7,62x39 мм M43"
ammo-7.62x39_ap_descr,"Патрон 7,62x39 М43, произведённый в Китае, с пулей повышенной пробивной способности, который часто обозначают как «7,62x39 CN». Обладает мягким стальным сердечником, который увеличивает пробивную способность. Этот китайский боеприпас (в принципе, как и все прочие патроны М43) в настоящее время запрещён для импорта в США, так как федеральный закон классифицирует его как бронебойный. Эта классификация основана на материалах и дизайне пули, а не на её способности пробивать броню.\n \n %c[ui_gray_1]ПАРАМЕТРЫ:"
ammo-7.62x39_fmj,"Патроны 7,62x39 мм FMJ"
ammo-7.62x39_fmj_descr,"Патрон калибра 7,62х39 мм с цельнометаллической оболочкой является одним из наиболее популярных используемых боеприпасов, особенно в Африке и на Ближнем Востоке. Многие называют его «Пулей Революции» в связи с его частым применением как террористами, так и преступными организациями. Из-за огромной пробивной способности этого патрона военным всех стран пришлось усиливать бронезащиту своих подразделений, поскольку вероятность встречи с данным боеприпасом в боевых ситуация весьма высока.\n \n %c[ui_gray_1]ПАРАМЕТРЫ:"
ammo-7.62x51_ap,"Патроны 7,62x51 мм НАТО AP"
ammo-7.62x51_ap_descr,"Армейский патрон M61с бронебойной пулей с закалённым стальным сердечником. Сохраняет показатели урона, обладая в то же время улучшенными показателями пробития бронежилетов.\n \n %c[ui_gray_1]ПАРАМЕТРЫ:"
ammo-7.62x51_fmj,"Патроны 7,62x51 мм НАТО FMJ"
