Translation Key,Translated Value
hybrid_outfit_description,"A suit created by one of Kiev's defense research institutes for the purpose of guarding researchers in the Zone. However, it is clear the suit was created on a budget. As such, none of these suits were ever officially commissioned by the Ukrainian government, although a few managed to find their way into the Zone.\n \n"
st_prt_o_ballistic_4,Kevlar K129 Plates w/ Carbon-fiber Composite
st_prt_i_fasteners,Fasteners
st_headlamp,Broken Head Lamp
st_wpn_l85a2,L85A2
st_wpn_sks_b,SKS
l02_garbage,Garbage
st_up_durability_2_name,High Durability Protective Frame
st_wpn_thompson_1921,Thompson Model 1921
st_tarpaulin,Tarpaulin
st_addon_scope_226sig_kit,Tactical Kit
st_placeable_light3,Hanging Lamp
st_af_plates_up_name,Improved Carbon Steel Plates
st_upgr_o_durability,Ballistic Materials Package 'PRCh'
st_af_ah_o1,Magnet
st_af_ah_g2,Easy
st_placeable_blue_box,Metal Box
st_wpn_k98_mod,Mauser 98k Forester mk.1
mutant_fang_psevdodog,Pseudodog Fang
st_wpn_hpsa,Browning Hi-Power
st_data_export_stash_type,Stash Type
st_wpn_l96a1m,AWSM
jupiter_underground,Jupiter Underground
st_placeable_wall02_metal,Metal Sheet Wall
st_prt_o_retardant_1,Layered Fire Retardant Fabrics
st_tomato_descr,"Canned, sliced and diced tomatoes often used for enhancing the flavor of basic meals. They bring a hint of freshness to the otherwise bland culinary options available.\n \n %c[pda_white]PROPERTIES:\n %c[d_cyan] • %c[pda_white] Food\n"
l10_red_forest,Red Forest
st_prt_o_retardant_14,PBI-blended Fabrics w/ Polyester Treatment
#3,#3
st_addon_scope_burris_tac30,TAC30 LPVO
BR,BR
st_grenade_f1_descr,"A Soviet anti-personnel fragmentation grenade based on the French F1 grenade with a kill zone of around 4 meters. Contains a 60-gram charge of TNT with a notched, steel exterior to promote fragmentation that is capable of piercing medium level body armor.\n \n %c[0,255,255,255]PROPERTIES:\n %c[d_cyan] • %c[ui_gray_2] explosive\n %c[d_cyan] • %c[0,255,255,255] origin: %c[ui_gray_2]Soviet Union\n"
ammo-9x18-pmm_descr,"This round contains a bullet with enhanced stopping power thanks to its hollow point. Ineffective against body armour, but high damage against flesh.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power (AP): %c[ui_gray_1]none (10) \n%c[ui_gray_2] - %c[ui_gray_2] Nominal stopping power (DMG): %c[ui_gray_1]33"
st_kukri,Kukri
ammo-7.62x54-7n1_descr,"A 7.62x54 calibre sniper round with a steel penetrator specially designed for the SVD. It's steel core is made to pierce light armors. Very common in the zone, these bullets are quite cheap.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power (AP): %c[ui_gray_1]BR3 (30) \n%c[ui_gray_2] - %c[ui_gray_2] Nominal stopping power (DMG): %c[ui_gray_1]62"
ui_inv_outfit_wound_protection,"%c[0,255,255,255]Rupture Res:"
ui_inv_reli,%c[pda_white]Reliability:
st_af_cell_name,Cell
st_up_bard_c4_name,Cylindrical drilling of barrel
st_wpn_pb_descr,"The PB (Pistolet Besshumnyj or Silent Pistol) was developed in 1967 for Spetsnaz units of the Soviet Army and KGB operatives. The pistol is based on a modified Makarov PM and features a unique integrated two-part suppressor that reduces bullet velocity to below subsonic levels.\n \n %c[0,255,255,255]PROPERTIES:\n %c[d_cyan] • %c[0,255,255,255] origin: %c[ui_gray_2]Belgium\n %c[d_cyan] • %c[0,255,255,255] manufacturer: %c[ui_gray_2]FN Herstal\n"
isg_exo_outfit_description,"The official version of the UNISG exoskeleton released in limited quantities by special order of the United Nations. While it still possesses many of the design flaws of other exoskeletons, it's nonetheless seen as a great alternative to light command and scout vehicles.\n \n"
stalker_proto_exo_outfit_name,"""Sunrise"" Exoskeleton"
st_af_fuzz_kolobok_name,Kolobok
ui_inv_damage,"%c[0,255,255,255]Damage:"
st_af_peas_name,Moon
st_roubles,Roubles
st_rank_ssu,SSU
cs_scientific_outfit_good_description,"An unofficial version of the SEVA scientific suit that has been extensively improved by Novikov, Clear Sky's resident technician. Extremely comfortable to move around in, making it a high-demand suit among some factions.\n \n"
st_yadylin,Yadulin
st_prop_mug,Mug
st_barrel_7,7.62mm Barrel [A|V] (Barrel)
merc_wolven_outfit_name,Mercenary STS-W Body Armor
monolith_exo_outfit_description,"High-tech armor consisting of a steel-reinforced Kevlar jumpsuit and a tactical vest with Class IV inserts, all carried by powered limbs and servomotors. Study samples have revealed that its servos are made of alloys and materials unknown to any field of science in any other part of the world. Wearing this suit feels like being buried under the concrete of the Sarcophagus itself; terrifyingly claustrophobic for most stalkers but eerily comforting for true servants of the Monolith.\n \n"
mutant_heart_bloodsucker,Bloodsucker Heart
st_up_roun_a1_name,Use of gas energy
st_wpn_ak74u_n1,AKS-74U
st_wpn_vintorez_m2,"VSS Vintorez ""Venal"""
st_up_shock_1_descr,A thin layer of constantan is capable of isolating against electricity.
st_wpn_kiparis,OTs-02 Kiparis
st_meat_bloodsucker_descr,"A small dense, iron-rich stew made from the sinewy flesh of a Bloodsucker, spiced with various herbs and mushrooms.\n \n %c[pda_white]NOTE: %c[ui_gray_2]The quality and healthiness of a meal is determined by how it is prepared.\n %c[d_orange] • %c[pda_white] Zone-produced meals%c[ui_gray_2], while less contaminated, are still unhealthy.\n %c[pda_yellow] • %c[pda_white] Stewed meals %c[ui_gray_2]require the addition of clean water and are significantly less contaminated.\n %c[d_green] • %c[pda_white] Purified meals %c[ui_gray_2]required the addition of vodka and are not only radiation-free but provide revitalizing effects.\n \n %c[pda_white]PROPERTIES:\n %c[d_cyan] • %c[pda_white] High-tier Cooked Meal\n"
st_device_torch_nv_3_name,Headlamp w/ Oracle Psi-stimulator
st_detector4,Svarog Detector
st_glucose,Large Glucose Shot
st_af_ice_name,Snowflake
st_grenade_rgd5_descr,"A post-World War II Soviet anti-personnel fragmentation grenade with a small kill zone of around 3 meters. Contains a 110-gram charge of TNT with an internal fragmentation liner that produces fragments capable of piercing medium level body armor.\n \n %c[0,255,255,255]PROPERTIES:\n %c[d_cyan] • %c[ui_gray_2] explosive\n %c[d_cyan] • %c[0,255,255,255] origin: %c[ui_gray_2]Soviet Union\n"
ammo-5.45x39-fmj_descr,Military 5.45x39 calibre 7N6 was the first standard issue round for automatic rifles of Warsaw Pact countries using the new intermediate cartridge. Provides better accuracy than the 7.62 calibre round thanks to reduced recoil and a 100-metre increase in range.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power (AP): %c[ui_gray_1]BR2 (27) \n%c[ui_gray_2] - %c[ui_gray_2] Nominal stopping power (DMG): %c[ui_gray_1]38
st_af_blood_name,Stone Blood
ui_inv_outfit_strike_protection,"%c[0,255,255,255]Impact Res:"
st_up_1921_b8_descr,"Installation of imported, higher quality parts to increase reliability."
st_addon_scope_acog,ACOG
st_wpn_ak12_mono_kit,"AK-12 ""Monolith's Light"""
st_wpn_scar_siber_m2,"FN SCAR-H ""Expert Operator"""
st_addon_scope_romeo8,ROMEO8
st_addon_scope_echo1,ECHO1 1-2x30mm Thermal
st_prop_table_1,Wooden Desk
st_wpn_desert_eagle_nimble,"Desert Eagle ""Steppe Eagle"""
st_af_tapeworm_descr,"While its structure seems impossibly fragile, this artefact, made of pure quartz, is actually quite resilient. If its user is attacked, the artefact will temporarily paralyze the threat.\n \n %c[pda_white]PROPERTIES:\n %c[d_cyan] • %c[pda_white] Perk Artefact\n \n"
st_af_kislushka_name,Sourpuss
st_bolt_10,Rotating Locking Head [8 Locks] [À] (Bolt)
st_upgr_w_speed,Small Arms Tuning Package 'V-99'
st_bolt_2,Rotating Locking Head [2 Locks] [P] (Bolt)
army_outfit_description,"A poor protective outfit contracted by government bureaucrats outsourcing to the lowest bidder. Typically issued to helicopter pilots, tank drivers, rear-echelon personnel, conscripts and enlisted servicemen.\n \n"
st_data_export_disassemble_amount,Amount
st_data_export_k_air_resistance,K Air Resistance
st_armor_repair_fa,Armor Repair Kit (Emergency)
st_af_ah_e1,Souvenir
st_wpn_ak5c_bas_5c_tik_descr,"A version of the FN FNC assault rifle made for the Swedish Armed Forces and modified to adapt to the partially subarctic Swedish climate. The AK 5C is the modernized version of the original AK 5 with improvements including a new rail system, iron sights and bolt catch. This model has been extensively modified.\n \n %c[0,255,255,255]PROPERTIES:\n %c[d_cyan] • %c[0,255,255,255] origin: %c[ui_gray_2]Sweden\n %c[d_cyan] • %c[0,255,255,255] manufacturer: %c[ui_gray_2]Carl Gustafs Stads Gevarsfaktori\n"
st_recipe_drug_4,Drug Recipe #4
st_wpn_pl15,Lebedev PL-15
st_wpn_scar_siber_black_descr,"In early 2004, USSOCOM issued a design request for a family of assault rifles using two different calibers while keeping the parts and ergonomics nearly-identical; hence the Special Operations Forces Combat Assault Rifle ""SCAR"" was born into service. Firing the long-range, hard-hitting 7.62x51mm NATO cartridge, the selective-fire FN SCAR-H's innovative gas-operated, short-stroke piston system reduces fouling for greater reliability.\n \n %c[0,255,255,255]PROPERTIES:\n %c[d_cyan] • %c[0,255,255,255] origin: %c[ui_gray_2]Belgium\n %c[d_cyan] • %c[0,255,255,255] manufacturer: %c[ui_gray_2]FN Herstal, FN America\n"
st_bolt_carrier_5,Half-free Sliding Bolt Carrier (Carrier)
st_placeable_documents_1,Paper Bundle
st_wpn_svds,SVDS
ui_inv_outfit_explosion_protection,"%c[0,255,255,255]Explosive Res:"
st_placeable_arti_display,Artefact Display
mutant_krovosos_meat_description,"Flesh cut from a slain Bloodsucker, its rubbery, stringy texture making it unappealing and thus not suited for eating. Note that consuming uncooked mutant meat always carries the risk of contamination or radiation exposure.\n \n %c[ui_red]WARNING: Raw Meat\n \n %c[d_cyan] • %c[pda_white] High-tier Mutant Meat\n %c[d_cyan] • %c[pda_white] Cookable\n"
st_wpn_fort12_descr,"A semi-automatic pistol designed for military and law enforcement, known for its durability, reliability, and ease of handling. Its ergonomic grip and simple operation make it a practical choice for both professional and civilian users. Widely adopted due to its balance of accuracy and affordability, it remains a staple sidearm in security forces.\n \n %c[pda_white]PROPERTIES:\n %c[d_cyan] • %c[pda_white] Origin: %c[ui_gray_2]Ukraine\n %c[d_cyan] • %c[pda_white] Manufacturer: %c[ui_gray_2]RPC Fort\n"
st_af_mincer_meat_name,Meat Chunk
st_wpn_ak12_m1,AK-12
ammo-7.62x39_fmj_descr,"7.62x39 Full Metal Jacket is one of the most commonly used types of ammunition, especially in Africa and in the Middle East. Some nicknamed it the ""Round of the Revolution"" due to its favored use by both terrorist and criminal organizations. Due to the sheer power of the round most military organizations have turned to using additional steel plates to counter 7.62x39 as there is a high probability of encountering it in combat situations.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power (AP): %c[ui_gray_1]BR3 (30) \n%c[ui_gray_2] - %c[ui_gray_2] Nominal stopping power (DMG): %c[ui_gray_1]45"
st_af_night_star_descr,"This glowing artefact can generate a local directed low-gravity field. Widely used by stalkers along with Gravi, a similar artefact, to increase maximum load. \nDue to its beautiful inner core it is highly sought after by jewellers all over the world, however it is best to proceed with caution as unskilled treatment can cause the artefact to explode with power sufficient to level a small building. It is thus highly advised to perform the polishing by means of specialised machinery, which minimises the probability of explosion. Moreover, only the outer core of the artefact emits radiation. \nNightstar will also absorb toxic and chemical agents from the environment, which makes it a valuable artefact for artefact hunters, although the amount of toxicity absorbed is negligible. It is, however, relatively cheap and even stalkers with pretty tight budgets can afford it if opportunity to buy it arises. \nThat being said, Nightstar emits odour of burning flesh when in the closest proximity of heat source. Prolonged exposure may enhance its flammability and cause it to ignite. \n\n%c[0,209,172,56] Does NOT degrade over time.\n"
st_gas_tube_11,Gas Tube [PP] (Gas Tube)
st_data_export_hitzone_limbs,Limbs Mult
st_trigger_components_1,Single-mode Hammer Type Trigger (Trigger)
st_cards,Deck of Cards
light_voen_outfit_description,"An Interceptor Anomalous Body Armor System that ended up in the hands of the Military. Compared to the standard model, this suit is slightly more ergonomic and boasts greater protection against psychic interference.\n \n"
BR2,BR2
ammo-12x76-dart_descr,"12 gauge dart round, normally used for hunting big game but also suitable for other purposes, including puncturing armour.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power (AP): %c[ui_gray_1]BR4 (42) \n%c[ui_gray_2] - %c[ui_gray_2] Nominal stopping power (DMG): %c[ui_gray_1]74"
st_wpn_saiga12s_m1_descr,"Saiga-12 shotgun issued to research personnel in the Zone. Purchased by the Ecologists to ensure their safety, it is used primarily for defending against aggressive mutants during field expeditions. The robust build and reliable firepower make it a practical choice for scientists venturing into dangerous areas.\n \n%c[0,255,255,255]PROPERTIES:\n%c[d_cyan] • %c[0,255,255,255] origin: %c[ui_gray_2]Russia\n%c[d_cyan] • %c[0,255,255,255] manufacturer: %c[ui_gray_2]Izhmash\n"
st_placeable_survivalguide,Survival Guide
st_wpn_m4a1,M4A1
st_wpn_aug_9mm_descr,"The AUG (Armee-Universal-Gewehr) is the standard small arm of many Armed Forces and Special Units all over the world since 1977. It is famous for its modular concept “Bullpup“ design, making it a short, well-balanced rifle with high accuracy and reliability. The A3 9mm variant features a Picatinny rail on top of the receiver, an external bolt release and has been rechambered for use with 9mm Parabellum.\n \n %c[pda_white]PROPERTIES:\n %c[d_cyan] • %c[pda_white] Origin: %c[ui_gray_2]Austria\n %c[d_cyan] • %c[pda_white] Manufacturer: %c[ui_gray_2]Steyr Arms\n"
st_af_itcher_name,Itcher
mutant_dog_meat_description,"Meat harvested from feral Zone dogs, stringy and unpleasant but occasionally eaten as a cheap alternative to the more popular boar meat. Note that consuming uncooked mutant meat always carries the risk of contamination or radiation exposure.\n \n %c[ui_red]WARNING: Raw Meat\n \n %c[pda_white]PROPERTIES:\n %c[d_cyan] • %c[pda_white] Low-tier Mutant Meat\n %c[d_cyan] • %c[pda_white] Cookable\n"
st_af_cooler_name,Body Cooler
st_placeable_suit,SSP-99M Suit Display
st_af_ah_o2_descr,"An artefact created in fire anomalies consisting of mostly iron, bismuth, cadmium and nickel. If broken, the interior resembles an infinite fractal.\n \n %c[pda_white]PROPERTIES:\n %c[d_cyan] • %c[pda_white] Artefact\n"
st_wpn_sig226_226sig_kit,SIG P226R Custom
st_af_lighthouse_descr,"The Beacon, or Lighthouse, is a yo-yo-shaped fibrous mass containing a very dense, continuously orbiting ball. If its user kills another being, they will be instantly teleported to the exact place where the victim's life ended.\n \n %c[pda_white]PROPERTIES:\n %c[d_cyan] • %c[pda_white] Perk Artefact\n \n"
st_upgr_w_scope,Firearm Optics & Mounts Package 'OByE'
st_wpn_toz34_bull,"TOZ-34 ""Bull"""
mutant_flesh_meat,Flesh Meat
st_up_bar_c2_name,Sinusoidal rifling of barrel chamber
st_af_eye_descr,"This artefact, which resembles the human eye, considerably increases metabolism of the body, helping wounds heal quicker. Experienced stalkers say that Eye also brings luck. Irrespective of the validity of that statement, its positive effects are indeed quite potent. \nThis artefact soothes the pain and is extremely useful when treating wounds. \nWhen worn, it is known to slightly counter harmful effects of psy-anomalies or psy-waves of certain mutants. \nThese beneficial qualities, however, come at a price. This artefact is extremely dangerous when exposed to chemical anomalies as it amplifies their toxicity and increases their potency. It is hence highly recommended to keep the artefact in your backpack, never on the body, when exploring toxic areas unless you have a death wish. \nThe artefact is also known colloquially as ""copper eye"" as it conducts electricity and amplifies its dangerous effects in the same way as copper does. \n\n%c[0,209,172,56] Does NOT degrade over time.\n"
st_wpn_svu,OTs-03 SVU
st_up_armor_2_descr,"Polycarbonate plates don't last long, but they're more reliable than Kevlar thanks to improved bullet impulse negation."
st_wpn_ak101_descr,"An assault rifle of the Kalashnikov series marketed at those looking for a weapon that combines the logistical compatibility and familiarity of the 5.56x45mm NATO round with the reliability of a Kalashnikov. The design of this rifle is similar to the AK-74 and is designed with modern and composite materials, including plastics that reduce weight and improve accuracy.\n \n %c[0,255,255,255]PROPERTIES:\n %c[d_cyan] • %c[0,255,255,255] origin: %c[ui_gray_2]Russia\n %c[d_cyan] • %c[0,255,255,255] manufacturer: %c[ui_gray_2]Kalashnikov Concern\n"
st_af_compass_name,Compass
st_addon_sil_surfire,Surefire SOCOM556-MONSTER Suppressor
st_gas_tube_2,Handguard [R] (Gas Tube)
st_wpn_ak74m_beard,"AK-74M ""Venom"""
st_addon_sil_osp9,Osprey-9 Suppressor
st_wpn_ithacam37_sawnoff_descr,"One of most recognized pump-action shotguns of the United States owning the longest production run for a pump-action shotgun in history, the Ithaca 37 was designed for police, military and general civilian use. It utilizes a novel combination ejection and loading port on the bottom of the weapon, leaving the sides closed to the elements. This stock has been unofficially sawn-off to reduce weight.\n \n %c[pda_white]CHARACTERISTICS:\n %c[d_cyan] • %c[pda_white] Origin: %c[ui_gray_2]United States\n %c[d_cyan] • %c[pda_white] Manufacturer: %c[ui_gray_2]Ithaca Gun Company\n"
st_duct_tape,Duct Tape
st_prop_lamp2,Desk Lamp (Large)
st_af_camelbak_name,Camelbak
bandit_exolight_outfit_name,Looted Exosuit
st_addon_scope_razorhd,Razor II HD LPVO
st_conserva_descr,"A tin of preserved tuna fish in oil, providing a lightweight and protein-rich meal option. Its compact size makes it convenient for carrying during long treks.\n \n %c[pda_white]PROPERTIES:\n %c[d_cyan] • %c[pda_white] Food\n"
merc_jackal_outfit_description,"A light tactical suit, nicknamed ""Jackal"" after the now dead Merc leader who was assigned to crack open the X-8 laboratory over six years ago. Being marvelously comfortable with a fairly sophisticated weight distribution system, it is a favorite among more experienced Mercenaries.\n \n"
dolg_red_outfit_description,"A somewhat heavier variant of the PS5-M universal protection suit, specifically designed for Duty and intending to hunt mutants. A small amount of ballistic protection is sacrificed in favor of much better protection against common mutant attacks. Compares well even to modern Duty suits.\n \n"
st_hide_controller_name,Controller Scalp
st_addon_sil_geks545,Hexagon Suppressor
banditmerc_outfit_name,Fenced LC Suit
st_af_tlf_lost_soul_descr,"Although this artifact resembles a common Soul artifact, it possesses extraordinary properties. It provides greater telepathic protection and has no negative effects."
mutant_cat_claw,Cat Claw
st_axe,Hunting Axe
st_wpn_fal_descr,"One of the most widely used, recognized and popular automatic rifles in history, the FN FAL has seen use by more than 90 countries. Because of its prevalence and widespread usage among the military of many NATO and first world countries during the Cold War, it was given the title ""The right arm of the Free World"".\n \n %c[0,255,255,255]PROPERTIES:\n %c[d_cyan] • %c[0,255,255,255] origin: %c[ui_gray_2]Belgium\n %c[d_cyan] • %c[0,255,255,255] manufacturer: %c[ui_gray_2]FN Herstal\n"
st_addon_scope_pgo7gs,PGO-7
st_data_export_hitzone_torso,Torso Mult
st_drug_radioprotector_descr,"B190 Indraline radioprotectant, included in medkits issued to nuclear power plant personnel. Used in the Zone instead of the excessively toxic PC1 cysteamine hydrochloride, repeated use of which often caused death. Reduces the effects of gamma radiation on live tissue. Best consumed before exposure, as effects are not instant, but the drug lasts a long time. Take one capsule at a time.\n \n %c[0,255,255,255]PROPERTIES:\n"
st_placeable_shooting_target_1,Target
st_cigar1_descr,"A pack of aged cigarettes produced during the Soviet era, remarkably preserved and still carrying the distinct, harsh flavor reminiscent of the USSR’s golden years. Despite their age, the unique blend of low-grade tobacco and paper filters keeps the signature Soviet taste intact, evoking a sense of nostalgia among older inhabitants of the Zone.\n \n %c[pda_white]PROPERTIES:\n %c[d_cyan] • %c[pda_white] Stimulant\n %c[d_green] • %c[pda_white] Alcohol Sobering Effect\n"
st_prt_o_retardant_15,Activated Carbon Cloth (ACC) Fabrics
exo_merc_wood_outfit_description,"Also known as the ""Radsuit"", this outfit is essentially a heavy ballistic vest containing Class IV plates reinforced with steel with many of the attachment points needed for a rigid exoskeleton. However, with no powered exoskeleton to ease the load, this armor proves cumbersome to wear for extended periods of time. This variant includes an old CBRN that has unfortunately not been modified for the Zone.\n \n"
st_detonation_time,Time of Action
st_detonation_radius,Blast Radius
dolg_heavy_outfit_name,PSZ-9d Body Armor
st_af_sponge_descr,"Sponge has always been under debate among the Ecologists. Some suggest that this artefact is driven from basic form of organisms, while others believe its an advanced life form with self-awareness inherited from living creatures. \nDespite the theories surrounding the artefact, all can agree on one thing: it moves. The sponge sometimes tries to ""grab"" an object it touches. Putting it in a container might be a hard task, as if it wants to escape. \nThis artefact acts as a powerful resistor and will absorb even lethal doses of electricity. On the other hand, it will catch fire when exposed to open flame or even spontaneously combust. \n\n%c[0,209,172,56] Does NOT degrade over time.\n"
st_data_export_stash_type_rare,Rare
st_wpn_grach,MP-443 Grach
army_nosorog_outfit_name,Military Stalker Nosorog
st_wpn_toz34,TOZ-34
st_gamma_recipe_basic_2,Electronics Handbook Vol. 1
ui_ammo_count,"%c[0,255,255,255]Mag. Size:"
trenchcoat_brown_outfit_name,Heavy Brown Overcoat
ammo-9x19-ap,9x19 mm AP rounds
st_knife_combat_descr,"A multi-purpose military bayonet designed for mounting on rifles, while also serving as a standalone combat and utility knife. Its serrated edge, sturdy design, and ability to function as a wire cutter make it a highly adaptable tool in both combat and survival situations.\n \n %c[pda_white]PROPERTIES:\n %c[d_orange] • %c[pda_white] Use: %c[ui_gray_2]Field Dressing Mutants\n %c[d_cyan] • %c[pda_white] Melee Weapon\n %c[d_cyan] • %c[pda_white] Light Attack Power: %c[ui_gray_2]48\n %c[d_cyan] • %c[pda_white] Heavy Attack Power: %c[ui_gray_2]87\n %c[d_cyan] • %c[pda_white] Armor Penetration: %c[ui_gray_2]35\n %c[d_cyan] • %c[pda_white] Cuts Thick Mutant Skin?: %c[ui_green]YES\n %c[d_cyan] • %c[pda_white] Mutant Pelt Quality: %c[ui_gray_2]65% - 85%\n"
l05_bar,Rostok
st_placeable_shelves,Metal Shelves
st_af_camelbak_up_name,Improved Camelbak
ammo-7.62x51_ap,7.62x51 mm NATO AP rounds
st_wpn_ak105_swamp_descr,"A carbine version of the AK-74M rifle, the AK-105, like the AK-104, features a shortened barrel and is ideal for close quarters combat. The rifle is designed with modern and composite materials to significantly reduce weight and improve accuracy. A monster of a weapon, the ""Swamp Thing"" is fitted with an Elcan scope, side-mounted sight, laser module, extended magazine and a collection of additional alterations to make this weapon handle like a dream.\n \n %c[0,255,255,255]PROPERTIES:\n %c[d_cyan] • %c[0,255,255,255] origin: %c[ui_gray_2]Russia\n %c[d_cyan] • %c[0,255,255,255] manufacturer: %c[ui_gray_2]Izhmash\n %c[d_orange] • %c[0,255,255,255] tactical kit upgrade\n"
