"""Og-7b""","""Og-7b"""
ammo-12x76-zhekan_descr,"This heavy 12 gauge slug round is normally used for hunting big game, but is also good for other purposes. Instead of piercing, this hefty slug simply crushes through armour.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power (AP): %c[ui_gray_1]BR2 (24) \n%c[ui_gray_2] - %c[ui_gray_2] Nominal stopping power (DMG): %c[ui_gray_1]147"
ammo-338-lapua,.338 Lapua Magnum rounds
ammo-338-lapua_descr,"The .338 Lapua Magnum is a specialised rimless bottlenecked centrefire cartridge developed for military long-range sniper rifles. The Afghanistan War and Iraq War made it a combat-proven round with ready and substantial ammunition availability. The .338 Lapua is a dual-purpose anti-personnel and anti-materiel round, but its anti-materiel potential is limited.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power (AP): %c[ui_gray_1]Unlimited (140) \n%c[ui_gray_2] - %c[ui_gray_2] Nominal stopping power (DMG): %c[ui_gray_1]130"
ammo-357-hp,.357 HP rounds
ammo-357-hp_descr,"The .357 HP round is a hollow-point bullet. The purpose of the round is to slow down upon impact, which decreases its penetration, but at the same time causes larger internal tissue damage. \n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power (AP): %c[ui_gray_1]BR2 (19) \n%c[ui_gray_2] - %c[ui_gray_2] Nominal stopping power (DMG):: %c[ui_gray_1]103"
ammo-4.6x30-fmj,4.6x30 mm FMJ rounds
ammo-4.6x30-fmj_descr,"The HK 4.6x30mm cartridge is a type of ammunition primarily used in the Heckler & Koch MP7 personal defense weapon (PDW). It is designed to minimize weight and recoil while increasing penetration of body armor. It features a bottlenecked case and a pointed, steel-core, brass-jacketed bullet. \n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power (AP): %c[ui_gray_1]BR3 \n%c[ui_gray_2] - %c[ui_gray_2] Nominal stopping power (DMG): %c[ui_gray_1]low - medium"
ammo-5.45x39-ap,5.45x39 mm AP rounds
ammo-5.45x39-ap_descr,Military 5.45x39 calibre 7N22 armour-piercing round for automatic rifles of Warsaw Pact countries. The bullet contains a hard-alloy armour-piercing penetrator. Effective against body armour.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power (AP): %c[ui_gray_1]BR5 (47) \n%c[ui_gray_2] - %c[ui_gray_2] Nominal stopping power (DMG): %c[ui_gray_1]36
ammo-5.45x39-ep,5.45x39 mm HP rounds
ammo-5.45x39-ep_descr,Military 5.45x39 calibre HP is an hollow point round for automatic rifles of Warsaw Pact countries.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power (AP): %c[ui_gray_1]None (10) \n%c[ui_gray_2] - %c[ui_gray_2] Nominal stopping power (DMG): %c[ui_gray_1]58
ammo-5.45x39-fmj,5.45x39 mm FMJ rounds
ammo-5.45x39-fmj_descr,Military 5.45x39 calibre 7N6 was the first standard issue round for automatic rifles of Warsaw Pact countries using the new intermediate cartridge. Provides better accuracy than the 7.62 calibre round thanks to reduced recoil and a 100-metre increase in range.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power (AP): %c[ui_gray_1]BR2 (27) \n%c[ui_gray_2] - %c[ui_gray_2] Nominal stopping power (DMG): %c[ui_gray_1]38
ammo-5.56x45-ap,5.56x45 mm AP rounds
ammo-5.56x45-ap_descr,"The latest NATO military 5.56x45 calibre enhanced penetration round, known as M855A1, used by the US armed forces. Increased effectiveness against both body armour and soft tissue.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power (AP): %c[ui_gray_1]BR5 (52) \n%c[ui_gray_2] - %c[ui_gray_2] Nominal stopping power (DMG): %c[ui_gray_1]35"
ammo-5.56x45-fmj,5.56x45 mm FMJ rounds
ammo-5.56x45-fmj_descr,"A standard-issue NATO 5.56x45 calibre M193 round specially designed for accurate automatic fire. Provides good ballistic characteristics, having been designed on the basis of a hunting round. Well known for being used in the Vietnam war and having great performance against tissue, but limited penetration.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power (AP): %c[ui_gray_1]BR3 (29) \n%c[ui_gray_2] - %c[ui_gray_2] Nominal stopping power (DMG): %c[ui_gray_1]35"
ammo-5.56x45-ss190,5.56x45 mm HP rounds
ammo-5.56x45-ss190_descr,A standard-issue NATO 5.56x45 calibre round with an hollow point tip.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power (AP): %c[ui_gray_1]None (13) \n%c[ui_gray_2] - %c[ui_gray_2] Nominal stopping power (DMG): %c[ui_gray_1]52
ammo-5.7x28-ss190,5.7x28 SS190 rounds
ammo-5.7x28-ss190_descr,"The FN 5.7x28mm is a high velocity cartridge designed and manufactured by FN Herstal. It is a bottlenecked centrefire cartridge that is somewhat similar to the .22 Hornet or .22 K-Hornet. The 5.7x28mm was developed in conjunction with the FN P90 personal defense weapon (PDW) and FN Five-seven pistol, in response to NATO requests for a replacement for the 9x19mm Parabellum cartridge.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power (AP): %c[ui_gray_1]BR4 (40) \n%c[ui_gray_2] - %c[ui_gray_2] Nominal stopping power (DMG): %c[ui_gray_1]23"
ammo-5.7x28-ss195,5.7x28 mm SS195 rounds
ammo-5.7x28-ss195_descr,The SS195 FN 5.7x28mm is an expansive cartridge designed and manufactured by FN Herstal. It is a bottlenecked centrefire cartridge that is somewhat similar to the .22 Hornet or .22 K-Hornet. \n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power (AP): %c[ui_gray_1]BR2 (25) \n%c[ui_gray_2] - %c[ui_gray_2] Nominal stopping power (DMG): %c[ui_gray_1]23
ammo-50-bmg,.50 BMG rounds
ammo-50-bmg_descr,"The .50 Browning Machine Gun (12.7x99mm NATO and designated as the 50 Browning by the C.I.P.) is a cartridge developed for the Browning .50 caliber machine gun in the late 1910s, entering official service in 1921. Under STANAG 4383, it is a standard cartridge for NATO forces as well as many non-NATO countries. The cartridge itself has been made in many variants: multiple generations of regular ball, tracer, armor-piercing (AP), incendiary, and saboted sub-caliber rounds. The rounds intended for machine guns are made into a continuous belt using metallic links. \nThe .50 BMG cartridge is also used in long-range target and anti-materiel rifles, as well as other .50-caliber machine guns. \n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power (AP): %c[ui_gray_1]BR6 \n%c[ui_gray_2] - %c[ui_gray_2] Nominal stopping power (DMG): %c[ui_gray_1]very high"
ammo-7.62x25-p,7.62x25 mm LRNPC rounds
ammo-7.62x25-p_descr,"The 7.62x25mm cartridge is a Russian bottle-necked pistol cartridge widely used in former Soviet satellite states, China and Pakistan among other countries. A Lot of these rounds are still available in the Zone. This 7.62x25mm Tokarev cartridge comprises a bullet with lead round nose, polymer coated (LRNPC) bullet intended for sport shooting and hunting. By design, this cartridge provides a considerable stopping power effect as well as causing substantial adverse effects on the target after impact, this is at the cost of penetration capabilities, even against basic ballistic protection. \n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power (AP): %c[ui_gray_1]None (8) \n%c[ui_gray_2] - %c[ui_gray_2] Nominal stopping power (DMG): %c[ui_gray_1]30"
ammo-7.62x25-ps,7.62x25 mm Pst rounds
ammo-7.62x25-ps_descr,"The steel core 7.62x25mm cartridge is a Russian bottle-necked pistol cartridge widely used in former Soviet satellite states, China and Pakistan among other countries. This 7.62x25mm Tokarev cartridge displays a bullet with steel core (Pst) and a steel sleeve. It's very effective against medium armored targets and is thus appreciated in the Zone. \n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power (AP): %c[ui_gray_1]BR2 (24) \n%c[ui_gray_2] - %c[ui_gray_2] Nominal stopping power (DMG): %c[ui_gray_1]21"
ammo-7.62x39_ap,7.62x39 mm M43 rounds
ammo-7.62x39_ap_descr,"7.62x39 M43 is an armour piercing round produced in China, which is why it's often referred to as ""7.62x39 CN"". This round features a mild steel core which enhances its penetration capabilities. This Chinese round (as well as all other M43 ammunition) is currently banned for import in the US because US federal law classifies the round as an armour-piercing handgun round. This classification is based on materials and bullet design rather than on empirical ability to penetrate armour.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power (AP): %c[ui_gray_1]BR5 (55) \n%c[ui_gray_2] - %c[ui_gray_2] Nominal stopping power (DMG): %c[ui_gray_1]45"
ammo-7.62x39_fmj,7.62x39 mm FMJ rounds
ammo-7.62x39_fmj_descr,"7.62x39 Full Metal Jacket is one of the most commonly used types of ammunition, especially in Africa and in the Middle East. Some nicknamed it the ""Round of the Revolution"" due to its favored use by both terrorist and criminal organizations. Due to the sheer power of the round most military organizations have turned to using additional steel plates to counter 7.62x39 as there is a high probability of encountering it in combat situations.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power (AP): %c[ui_gray_1]BR3 (30) \n%c[ui_gray_2] - %c[ui_gray_2] Nominal stopping power (DMG): %c[ui_gray_1]45"
ammo-7.62x51_ap,7.62x51 mm NATO AP rounds
ammo-7.62x51_ap_descr,Military 7.62x51 calibre M61 armor-piercing round with a hardened steel core. It retains high damage while greatly improving performance against body armor.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power (AP): %c[ui_gray_1]BR6 (62) \n%c[ui_gray_2] - %c[ui_gray_2] Nominal stopping power (DMG): %c[ui_gray_1]59
ammo-7.62x51_fmj,7.62x51 mm NATO ball rounds
ammo-7.62x51_fmj_descr,"The 7.62x51 NATO round is a military variant of the .308 round which was used as a standard-issue by the NATO forces until 5.56 ammunition was introduced in the '70s in the Vietnam War. At present, it is most commonly employed by private military contractors all over the world. The 7.62x51 round is a very common machine gun calibre, and can also be used in battle or sniper rifles.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power (AP): %c[ui_gray_1]BR3 (34) \n%c[ui_gray_2] - %c[ui_gray_2] Nominal stopping power (DMG): %c[ui_gray_1]59"
ammo-7.62x54-7n1,7.62x54 mm 7N1 rounds
ammo-7.62x54-7n1_descr,"A 7.62x54 calibre sniper round with a steel penetrator specially designed for the SVD. It's steel core is made to pierce light armors. Very common in the zone, these bullets are quite cheap.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power (AP): %c[ui_gray_1]BR3 (30) \n%c[ui_gray_2] - %c[ui_gray_2] Nominal stopping power (DMG): %c[ui_gray_1]62"
ammo-7.62x54-ap,7.62x54 mm AP rounds
ammo-7.62x54-ap_descr,The 7.62x54mm calibre 7N13 armor-piercing machine gun round. It is a high-powered round and thanks to a hard steel core it possesses quite good penetrative capabilities.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power (AP): %c[ui_gray_1]BR6 (80) \n%c[ui_gray_2] - %c[ui_gray_2] Nominal stopping power (DMG): %c[ui_gray_1]62
ammo-7.62x54-r,7.62x54 mm PP rounds
ammo-7.62x54-r_descr,"Special type of 7.62x54r rounds specifically designed for the constraints of light-machine guns like PKP or PKM, allowing easier full auto recoil control and a cheaper price per ammunition thanks to the reduced amounts of gun powder (grains). The hardened steel heads tend to better penetrate hard objects compared to other 7.62x54r rounds, but at the cost of soft targets over penetration. The reduced grains also tend to have a lower impact and thus reduced internal damages compared to standard sniper variants of 7.62x54r ammunition.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power (AP): %c[ui_gray_1]BR3 (37) \n%c[ui_gray_2] - %c[ui_gray_2] Nominal stopping power (DMG): %c[ui_gray_1]52"
ammo-7.62x54_7n14,7.62x54 mm 7N14 rounds
ammo-7.62x54_7n14_descr,"The 7.62x54 calibre 7N14 is an armour-piercing cartridge. The bullet has a steel core to penetrate body armour or light barriers, and a boat-tail base to increase accuracy.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power (AP): %c[ui_gray_1]BR4 (45) \n%c[ui_gray_2] - %c[ui_gray_2] Nominal stopping power (DMG): %c[ui_gray_1]62"
ammo-7.92x33_ap,7.92x57 mm AP rounds
ammo-7.92x33_ap_descr,"7.92x57 SA is a round that was used by the British military against armoured targets. It features a hardened steel core which gives it higher piercing capabilities. Used primarily for long range shots, the grain quality of this round is higher than the standard. This cartridge is supported by several sniper rifles.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power (AP): %c[ui_gray_1]BR4 (39) \n%c[ui_gray_2] - %c[ui_gray_2] Nominal stopping power (DMG): %c[ui_gray_1]69"
ammo-7.92x33_fmj,7.92x57 mm FMJ rounds
ammo-7.92x33_fmj_descr,"The 7.92x57 Mauser round was adopted by the German Empire and then the Third Reich. It was one of the most popular cartridges in the period of two world wars. However, nowadays, the round is primarily used for hunting and sports.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power (AP): %c[ui_gray_1]BR3 (27) \n%c[ui_gray_2] - %c[ui_gray_2] Nominal stopping power (DMG): %c[ui_gray_1]69"
ammo-9x18-ap,9x18 mm AP rounds
ammo-9x18-ap_descr,"RG028 is a cartridge used for its armour penetration capabilities. The goal of the RG028 was to become a counter to body armour; for this reason, it's loaded with a hardened steel core. Unfortunately, the round itself isn't much of an improvement over the standard, it just has a stronger impact than typical 9x18 round.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power (AP): %c[ui_gray_1]BR3 (26) \n%c[ui_gray_2] - %c[ui_gray_2] Nominal stopping power (DMG): %c[ui_gray_1]23"
ammo-9x18-fmj,9x18 mm FMJ rounds
ammo-9x18-fmj_descr,A full metal jacket round with a steel penetrator and a lead core under a metal jacket. Provides good stopping power but is ineffective against body armour.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power (AP): %c[ui_gray_1]BR1 (14) \n%c[ui_gray_2] - %c[ui_gray_2] Nominal stopping power (DMG): %c[ui_gray_1]23
ammo-9x18-pmm,9x18 mm HP rounds
ammo-9x18-pmm_descr,"This round contains a bullet with enhanced stopping power thanks to its hollow point. Ineffective against body armour, but high damage against flesh.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power (AP): %c[ui_gray_1]none (8) \n%c[ui_gray_2] - %c[ui_gray_2] Nominal stopping power (DMG): %c[ui_gray_1]42"
ammo-9x19-ap,9x19 mm AP rounds
ammo-9x19-ap_descr,This Russian 9x19 calibre bullet comes with a hard steel core and increased pressure. Designed to enhance armour penetrating capabilities of small arms and submachine guns.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power (AP): %c[ui_gray_1]BR3 (35) \n%c[ui_gray_2] - %c[ui_gray_2] Nominal stopping power (DMG): %c[ui_gray_1]21
ammo-9x19-fmj,9x19 mm FMJ rounds
ammo-9x19-fmj_descr,This basic 9x19 calibre round with a jacketed bullet has good characteristics while being simple to produce. The round is popular due to the fact that international conventions prohibit the use of expanding ammunition in combat. Ineffective against body armour.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power (AP): %c[ui_gray_1]BR1 (17) \n%c[ui_gray_2] - %c[ui_gray_2] Nominal stopping power (DMG): %c[ui_gray_1]21
ammo-9x19-pbp,9x19 mm HP rounds
ammo-9x19-pbp_descr,"This 9x19 calibre jacketed hollow-point bullet with an expanding hollow has high stopping power and low ricochet propensity. Used by police and for self-defense. Ineffective against body armour due to its low penetration potential, but flesh damage. One of the cheapest ammo to efficiently kill mutants in the zone.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power (AP): %c[ui_gray_1]none (10) \n%c[ui_gray_2] - %c[ui_gray_2] Nominal stopping power (DMG): %c[ui_gray_1]40"
ammo-9x39-ap,9x39 mm SP-6 rounds
ammo-9x39-ap_descr,The SP-6 is a subsonic armour-piercing round with a jacketed soft point bullet with a hard steel core that protrudes from the casing. Requires a suppressor for stealth firing. Used by special services of Warsaw Pact countries. Effective against light body armour.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power (AP): %c[ui_gray_1]BR5 (55) \n%c[ui_gray_2] - %c[ui_gray_2] Nominal stopping power (DMG): %c[ui_gray_1]43 \n \n%c[ui_gray_1]SPECIAL:\n \n%c[d_red] - %c[ui_gray_2] sub-sonic ammunition\n%c[ui_gray_2] - %c[ui_gray_2] greatly increased projectile drop with distance
ammo-9x39-pab9,9x39 mm SP-5 rounds
ammo-9x39-pab9_descr,The SP-5 is a subsonic rifle round with a bimetallic casing. The round contains a steel core with a gap behind it that is filled with lead. Requires a suppressor for stealth firing. Used by special services of Warsaw Pact countries.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power (AP): %c[ui_gray_1]BR3 (34) \n%c[ui_gray_2] - %c[ui_gray_2] Nominal stopping power (DMG): %c[ui_gray_1]43 \n \n%c[ui_gray_1]SPECIAL:\n \n%c[d_red] - %c[ui_gray_2] sub-sonic ammunition\n%c[ui_gray_2] - %c[ui_gray_2] greatly increased projectile drop with distance
ammo-gauss,Batteries
ammo-gauss_cardan,Home-made batteries
ammo-gauss_cardan_descr,"These lower-capacity cells use capsulated fragments of the ""Flash"" artefact as their power source. Their lower capacity is due to makeshift production conditions and lack of specialised equipment.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power (AP): %c[ui_gray_1]REDACTED \n%c[ui_gray_2] - %c[ui_gray_2] Nominal stopping power (DMG): %c[ui_gray_1]REDACTED \n \n%c[ui_gray_1]SPECIAL:\n \n%c[ui_gray_2] - %c[ui_gray_2] technological item\n%c[ui_gray_2] - %c[ui_gray_2] prototype"
ammo-gauss_descr,"Batteries that use a capsulated fragment of the ""Flash"" artefact as their power source. Manufactured using hi-tech equipment.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power (AP): %c[ui_gray_1]REDACTED \n%c[ui_gray_2] - %c[ui_gray_2] Nominal stopping power (DMG): %c[ui_gray_1]REDACTED \n \n%c[ui_gray_1]SPECIAL:\n \n%c[ui_gray_2] - %c[ui_gray_2] technological item\n%c[ui_gray_2] - %c[ui_gray_2] prototype"
ammo-m209,M203 grenade
ammo-m209_descr,40 mm grenade for the M203 underbarrel grenade launcher. This round has a 3.5 metre kill zone. Also suitable for use in the FN F2000 integrated grenade launcher.\n \n%c[ui_gray_2] - %c[ui_gray_2] Blast power: %c[ui_gray_1]medium\n%c[ui_gray_2] - %c[ui_gray_2] Blast radius: %c[ui_gray_1]4.1 m\n%c[ui_gray_2] - %c[ui_gray_2] Fragments' radius: %c[ui_gray_1]28 m\n%c[ui_gray_2] - %c[ui_gray_2] Av. number of fragments: %c[ui_gray_1]95 (small shrapnels)\n%c[ui_gray_2] - %c[ui_gray_2] Explosion delay: %c[ui_gray_1]none (explodes on impact)
ammo-og-7b,OG-7V warhead
ammo-og-7b_descr,Fragmentation warhead for anti-personnel warfare used with the RPG-7 grenade launcher. The main purpose of the warhead is to kill enemies in cover outside the range of hand grenades.\n \n%c[ui_gray_2] - %c[ui_gray_2] Blast power: %c[ui_gray_1]high\n%c[ui_gray_2] - %c[ui_gray_2] Blast radius: %c[ui_gray_1]5.6 m\n%c[ui_gray_2] - %c[ui_gray_2] Fragments' radius: %c[ui_gray_1]41 m\n%c[ui_gray_2] - %c[ui_gray_2] Av. number of fragments: %c[ui_gray_1]153 (small shrapnels)\n%c[ui_gray_2] - %c[ui_gray_2] Explosion delay: %c[ui_gray_1]none (explodes on impact)
ammo-vog-25,VOG-25 grenade
ammo-vog-25_descr,Regular fragmentation grenade for the GP-25 Kostyor underbarrel grenade launcher. This round has a 2.5 metre kill zone. The VOG-25 grenade is also used in the OC-14 Groza complex and RG6 / 6G30 revolver-type grenade launcher.\n \n%c[ui_gray_2] - %c[ui_gray_2] Blast power: %c[ui_gray_1]medium\n%c[ui_gray_2] - %c[ui_gray_2] Blast radius: %c[ui_gray_1]3.6 m\n%c[ui_gray_2] - %c[ui_gray_2] Fragments' radius: %c[ui_gray_1]20 m\n%c[ui_gray_2] - %c[ui_gray_2] Av. number of fragments: %c[ui_gray_1]81 (small shrapnels)\n%c[ui_gray_2] - %c[ui_gray_2] Explosion delay: %c[ui_gray_1]none (explodes on impact)
ammo-vog-25p,ammo-vog-25p
ammo_12.7x55_ap,12.7x55 mm STs-130 VPS rounds
ammo_12.7x55_ap_descr,"The armour-piercing 12.7x55mm subsonic cartridge is used in the VKS bullpup sniper rifle. The cartridge can carry a projectile weighing between from 59 grams (911 grains) and 76 g (1173 grains), yielding massive amounts of kinetic energy.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power (AP): %c[ui_gray_1]BR6 (75) \n%c[ui_gray_2] - %c[ui_gray_2] Nominal stopping power (DMG): %c[ui_gray_1]73"
ammo_20x70_buck,20x70 buckshot round
ammo_20x70_buck_descr,"Standard 20-calibre round filled with 6 mm buckshot. Highly lethal at close range. Only suitable for use with smoothbore weapons\n \n%c[d_purple] • %c[ui_gray_2] Highest pierced armour class: %c[ui_gray_1]none\n%c[d_purple] • %c[ui_gray_2] Tissue damage rating: %c[ui_gray_1]medium - high\n \n%c[ui_gray_1]SPECIAL:\n \n%c[d_purple] • %c[ui_gray_2] expanding cloud of pellets, short eff. range \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power: %c[ui_gray_1]None (3 x 9) \n%c[ui_gray_2] - %c[ui_gray_2] Flesh damage power: %c[ui_gray_1]143 (16 x 9)"
ammo_23_eco,Ecolog-23 cartridge
